A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Mrs. Bennet,Mr. Bennet,54,55,oh my dear mr bennet we have had a most delightful evening a most excellent ball i wish you had been there jane was so admired nothing could be like it every body said how well she looked and mr bingley thought her quite beautiful and danced with her twice only think of that my dear he actually danced with her twice and she was the only creature in the room that he asked a second time first of all he asked miss lucas i was so vexed to see him stand up with her but however he did not admire her at all indeed nobody can you know and he seemed quite struck with jane as she was going down the dance so he enquired who she was and got introduced and asked her for the two next then the two third he danced with miss king and the two fourth with maria lucas and the two fifth with jane again and the two sixth with lizzy and the boulanger,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,Mr. Bennet,F,major,M,intermediate,PrideAndPrejudice
Mr. Bennet,Mrs. Bennet,55,56,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,oh my dear i am quite delighted with him he is so excessively handsome and his sisters are charming women i never in my life saw any thing more elegant than their dresses i dare say the lace upon mrs hurst s gown but i can assure you that lizzy does not lose much by not suiting his fancy for he is a most disagreeable horrid man not at all worth pleasing so high and so conceited that there was no enduring him he walked here and he walked there fancying himself so very great not handsome enough to dance with i wish you had been there my dear to have given him one of your set downs i quite detest the man,Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Jane,Elizabeth,57,58,he is just what a young man ought to be sensible good humoured lively and i never saw such happy manners so much ease with such perfect good breeding,he is also handsome which a young man ought likewise to be if he possibly can his character is thereby complete,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Jane,58,59,he is also handsome which a young man ought likewise to be if he possibly can his character is thereby complete,i was very much flattered by his asking me to dance a second time i did not expect such a compliment,Jane,F,major,F,intermediate,PrideAndPrejudice
Jane,Elizabeth,59,60,i was very much flattered by his asking me to dance a second time i did not expect such a compliment,did not you i did for you but that is one great difference between us compliments always take you by surprise and me never what could be more natural than his asking you again he could not help seeing that you were about five times as pretty as every other woman in the room no thanks to his gallantry for that well he certainly is very agreeable and i give you leave to like him you have liked many a stupider person,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Jane,60,61,did not you i did for you but that is one great difference between us compliments always take you by surprise and me never what could be more natural than his asking you again he could not help seeing that you were about five times as pretty as every other woman in the room no thanks to his gallantry for that well he certainly is very agreeable and i give you leave to like him you have liked many a stupider person,dear lizzy,Jane,F,major,F,intermediate,PrideAndPrejudice
Jane,Elizabeth,61,62,dear lizzy,oh you are a great deal too apt you know to like people in general you never see a fault in any body all the world are good and agreeable in your eyes i never heard you speak ill of a human being in my life,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Jane,62,63,oh you are a great deal too apt you know to like people in general you never see a fault in any body all the world are good and agreeable in your eyes i never heard you speak ill of a human being in my life,i would wish not to be hasty in censuring any one but i always speak what i think,Jane,F,major,F,intermediate,PrideAndPrejudice
Jane,Elizabeth,63,64,i would wish not to be hasty in censuring any one but i always speak what i think,i know you do and it is that which makes the wonder with your good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enough one meets it every where but to be candid without ostentation or design to take the good of every body s character and make it still better and say nothing of the bad belongs to you alone and so you like this man s sisters too do you their manners are not equal to his,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Jane,64,65,i know you do and it is that which makes the wonder with your good sense to be so honestly blind to the follies and nonsense of others affectation of candour is common enough one meets it every where but to be candid without ostentation or design to take the good of every body s character and make it still better and say nothing of the bad belongs to you alone and so you like this man s sisters too do you their manners are not equal to his,certainly not at first but they are very pleasing women when you converse with them miss bingley is to live with her brother and keep his house and i am much mistaken if we shall not find a very charming neighbour in her,Jane,F,major,F,intermediate,PrideAndPrejudice
Mrs. Bennet,Charlotte Lucas,66,67,you began the evening well charlotte you were mr bingley s first choice,yes but he seemed to like his second better,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Mrs. Bennet,67,68,yes but he seemed to like his second better,oh you mean jane i suppose because he danced with her twice to be sure that did seem as if he admired her indeed i rather believe he did i heard something about it but i hardly know what something about mr robinson,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Charlotte Lucas,68,69,oh you mean jane i suppose because he danced with her twice to be sure that did seem as if he admired her indeed i rather believe he did i heard something about it but i hardly know what something about mr robinson,perhaps you mean what i overheard between him and mr robinson did not i mention it to you mr robinson s asking him how he liked our meryton assemblies and whether he did not think there were a great many pretty women in the room and which he thought the prettiest and his answering immediately to the last question oh the eldest miss bennet beyond a doubt there cannot be two opinions on that point,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Mrs. Bennet,69,70,perhaps you mean what i overheard between him and mr robinson did not i mention it to you mr robinson s asking him how he liked our meryton assemblies and whether he did not think there were a great many pretty women in the room and which he thought the prettiest and his answering immediately to the last question oh the eldest miss bennet beyond a doubt there cannot be two opinions on that point,upon my word well that was very decided indeed that does seem as if but however it may all come to nothing you know,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Charlotte Lucas,70,71,upon my word well that was very decided indeed that does seem as if but however it may all come to nothing you know,my overhearings were more to the purpose than yours eliza mr darcy is not so well worth listening to as his friend is he poor eliza to be only just tolerable,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Mrs. Bennet,71,72,my overhearings were more to the purpose than yours eliza mr darcy is not so well worth listening to as his friend is he poor eliza to be only just tolerable,i beg you would not put it into lizzy s head to be vexed by his ill treatment for he is such a disagreeable man that it would be quite a misfortune to be liked by him mrs long told me last night that he sat close to her for half an hour without once opening his lips,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Jane,72,73,i beg you would not put it into lizzy s head to be vexed by his ill treatment for he is such a disagreeable man that it would be quite a misfortune to be liked by him mrs long told me last night that he sat close to her for half an hour without once opening his lips,are you quite sure ma am is not there a little mistake i certainly saw mr darcy speaking to her,Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,PrideAndPrejudice
Mrs. Bennet,Jane,74,75,aye because she asked him at last how he liked netherfield and he could not help answering her but she said he seemed very angry at being spoke to,miss bingley told me,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,PrideAndPrejudice
Jane,Mrs. Bennet,76,77,that he never speaks much unless among his intimate acquaintance with them he is remarkably agreeable,i do not believe a word of it my dear if he had been so very agreeable he would have talked to mrs long but i can guess how it was every body says that he is ate up with pride and i dare say he had heard somehow that mrs long does not keep a carriage and had come to the ball in a hack chaise,A Young Lucas; Charlotte Lucas; Elizabeth; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Charlotte Lucas,77,78,i do not believe a word of it my dear if he had been so very agreeable he would have talked to mrs long but i can guess how it was every body says that he is ate up with pride and i dare say he had heard somehow that mrs long does not keep a carriage and had come to the ball in a hack chaise,i do not mind his not talking to mrs long but i wish he had danced with eliza,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Mrs. Bennet,78,79,i do not mind his not talking to mrs long but i wish he had danced with eliza,another time lizzy i would not dance with him if i were you,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Elizabeth,79,80,another time lizzy i would not dance with him if i were you,i believe ma am i may safely promise you never to dance with him,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,major,PrideAndPrejudice
Elizabeth,Charlotte Lucas,80,81,i believe ma am i may safely promise you never to dance with him,his pride does not offend me so much as pride often does because there is an excuse for it one cannot wonder that so very fine a young man with family fortune every thing in his favour should think highly of himself if i may so express it he has a right to be proud,A Young Lucas; Charlotte Lucas; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,81,82,his pride does not offend me so much as pride often does because there is an excuse for it one cannot wonder that so very fine a young man with family fortune every thing in his favour should think highly of himself if i may so express it he has a right to be proud,that is very true and i could easily forgive his pride if he had not mortified mine,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Mary,82,83,that is very true and i could easily forgive his pride if he had not mortified mine,pride is a very common failing i believe by all that i have ever read i am convinced that it is very common indeed that human nature is particularly prone to it and that there are very few of us who do not cherish a feeling of self complacency on the score of some quality or other real or imaginary vanity and pride are different things though the words are often used synonimously a person may be proud without being vain pride relates more to our opinion of ourselves vanity to what we would have others think of us,A Young Lucas; Charlotte Lucas; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,major,F,minor,PrideAndPrejudice
Mary,A Young Lucas,83,84,pride is a very common failing i believe by all that i have ever read i am convinced that it is very common indeed that human nature is particularly prone to it and that there are very few of us who do not cherish a feeling of self complacency on the score of some quality or other real or imaginary vanity and pride are different things though the words are often used synonimously a person may be proud without being vain pride relates more to our opinion of ourselves vanity to what we would have others think of us,if i were as rich as mr darcy i should not care how proud i was i would keep a pack of foxhounds and drink a bottle of wine every day,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mrs. Bennet,F,minor,M,minor,PrideAndPrejudice
A Young Lucas,Mrs. Bennet,84,85,if i were as rich as mr darcy i should not care how proud i was i would keep a pack of foxhounds and drink a bottle of wine every day,then you would drink a great deal more than you ought and if i were to see you at it i should take away your bottle directly,Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,M,minor,F,major,PrideAndPrejudice
Mrs. Bennet,Charlotte Lucas,85,86,then you would drink a great deal more than you ought and if i were to see you at it i should take away your bottle directly,it may perhaps be pleasant to be able to impose on the public in such a case but it is sometimes a disadvantage to be so very guarded if a woman conceals her affection with the same skill from the object of it she may lose the opportunity of fixing him and it will then be but poor consolation to believe the world equally in the dark there is so much of gratitude or vanity in almost every attachment that it is not safe to leave any to itself we can all begin freely a slight preference is natural enough but there are very few of us who have heart enough to be really in love without encouragement in nine cases out of ten a woman had better shew more affection than she feels bingley likes your sister undoubtedly but he may never do more than like her if she does not help him on,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,86,87,it may perhaps be pleasant to be able to impose on the public in such a case but it is sometimes a disadvantage to be so very guarded if a woman conceals her affection with the same skill from the object of it she may lose the opportunity of fixing him and it will then be but poor consolation to believe the world equally in the dark there is so much of gratitude or vanity in almost every attachment that it is not safe to leave any to itself we can all begin freely a slight preference is natural enough but there are very few of us who have heart enough to be really in love without encouragement in nine cases out of ten a woman had better shew more affection than she feels bingley likes your sister undoubtedly but he may never do more than like her if she does not help him on,but she does help him on as much as her nature will allow if i can perceive her regard for him he must be a simpleton indeed not to discover it too,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Charlotte Lucas,87,88,but she does help him on as much as her nature will allow if i can perceive her regard for him he must be a simpleton indeed not to discover it too,remember eliza that he does not know jane s disposition as you do,Charlotte Lucas,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,88,89,remember eliza that he does not know jane s disposition as you do,but if a woman is partial to a man and does not endeavour to conceal it he must find it out,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Charlotte Lucas,89,90,but if a woman is partial to a man and does not endeavour to conceal it he must find it out,perhaps he must if he sees enough of her but though bingley and jane meet tolerably often it is never for many hours together and as they always see each other in large mixed parties it is impossible that every moment should be employed in conversing together jane should therefore make the most of every half hour in which she can command his attention when she is secure of him there will be leisure for falling in love as much as she chuses,Charlotte Lucas,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,90,91,perhaps he must if he sees enough of her but though bingley and jane meet tolerably often it is never for many hours together and as they always see each other in large mixed parties it is impossible that every moment should be employed in conversing together jane should therefore make the most of every half hour in which she can command his attention when she is secure of him there will be leisure for falling in love as much as she chuses,your plan is a good one where nothing is in question but the desire of being well married and if i were determined to get a rich husband or any husband i dare say i should adopt it but these are not jane s feelings she is not acting by design as yet she cannot even be certain of the degree of her own regard nor of its reasonableness she has known him only a fortnight she danced four dances with him at meryton she saw him one morning at his own house and has since dined in company with him four times this is not quite enough to make her understand his character,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Charlotte Lucas,91,92,your plan is a good one where nothing is in question but the desire of being well married and if i were determined to get a rich husband or any husband i dare say i should adopt it but these are not jane s feelings she is not acting by design as yet she cannot even be certain of the degree of her own regard nor of its reasonableness she has known him only a fortnight she danced four dances with him at meryton she saw him one morning at his own house and has since dined in company with him four times this is not quite enough to make her understand his character,not as you represent it had she merely dined with him she might only have discovered whether he had a good appetite but you must remember that four evenings have been also spent together and four evenings may do a great deal,Charlotte Lucas,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,92,93,not as you represent it had she merely dined with him she might only have discovered whether he had a good appetite but you must remember that four evenings have been also spent together and four evenings may do a great deal,yes these four evenings have enabled them to ascertain that they both like vingt un better than commerce but with respect to any other leading characteristic i do not imagine that much has been unfolded,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Charlotte Lucas,93,94,yes these four evenings have enabled them to ascertain that they both like vingt un better than commerce but with respect to any other leading characteristic i do not imagine that much has been unfolded,well i wish jane success with all my heart and if she were married to him to morrow i should think she had as good a chance of happiness as if she were to be studying his character for a twelvemonth happiness in marriage is entirely a matter of chance if the dispositions of the parties are ever so well known to each other or ever so similar before hand it does not advance their felicity in the least they always continue to grow sufficiently unlike afterwards to have their share of vexation and it is better to know as little as possible of the defects of the person with whom you are to pass your life,Charlotte Lucas,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,94,95,well i wish jane success with all my heart and if she were married to him to morrow i should think she had as good a chance of happiness as if she were to be studying his character for a twelvemonth happiness in marriage is entirely a matter of chance if the dispositions of the parties are ever so well known to each other or ever so similar before hand it does not advance their felicity in the least they always continue to grow sufficiently unlike afterwards to have their share of vexation and it is better to know as little as possible of the defects of the person with whom you are to pass your life,you make me laugh charlotte but it is not sound you know it is not sound and that you would never act in this way yourself what does mr darcy mean by listening to my conversation with colonel forster,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Charlotte Lucas,95,96,you make me laugh charlotte but it is not sound you know it is not sound and that you would never act in this way yourself what does mr darcy mean by listening to my conversation with colonel forster,that is a question which mr darcy only can answer,Charlotte Lucas,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,96,97,that is a question which mr darcy only can answer,but if he does it any more i shall certainly let him know that i see what he is about he has a very satirical eye and if i do not begin by being impertinent myself i shall soon grow afraid of him,Elizabeth,F,intermediate,F,major,PrideAndPrejudice
Elizabeth,Mr. Darcy,98,99,did not you think mr darcy that i expressed myself uncommonly well just now when i was teazing colonel forster to give us a ball at meryton,with great energy but it is a subject which always makes a lady energetic,Charlotte Lucas; Mr. Darcy,F,major,M,major,PrideAndPrejudice
Mr. Darcy,Elizabeth,99,100,with great energy but it is a subject which always makes a lady energetic,you are severe on us,Charlotte Lucas; Elizabeth,M,major,F,major,PrideAndPrejudice
Elizabeth,Charlotte Lucas,100,101,you are severe on us,it will be her turn soon to be teazed i am going to open the instrument eliza and you know what follows,Charlotte Lucas; Mr. Darcy,F,major,F,intermediate,PrideAndPrejudice
Charlotte Lucas,Elizabeth,101,102,it will be her turn soon to be teazed i am going to open the instrument eliza and you know what follows,you are a very strange creature by way of a friend always wanting me to play and sing before any body and every body if my vanity had taken a musical turn you would have been invaluable but as it is i would really rather not sit down before those who must be in the habit of hearing the very best performers very well if it must be so it must there is a fine old saying which every body here is of course familiar with keep your breath to cool your porridge and i shall keep mine to swell my song,Elizabeth; Mr. Darcy,F,intermediate,F,major,PrideAndPrejudice
Sir William Lucas,Mr. Darcy,103,104,what a charming amusement for young people this is mr darcy there is nothing like dancing after all i consider it as one of the first refinements of polished societies,certainly sir and it has the advantage also of being in vogue amongst the less polished societies of the world every savage can dance,Mr. Darcy,M,minor,M,major,PrideAndPrejudice
Mr. Darcy,Sir William Lucas,104,105,certainly sir and it has the advantage also of being in vogue amongst the less polished societies of the world every savage can dance,your friend performs delightfully and i doubt not that you are an adept in the science yourself mr darcy,Sir William Lucas,M,major,M,minor,PrideAndPrejudice
Sir William Lucas,Mr. Darcy,105,106,your friend performs delightfully and i doubt not that you are an adept in the science yourself mr darcy,you saw me dance at meryton i believe sir,Mr. Darcy,M,minor,M,major,PrideAndPrejudice
Mr. Darcy,Sir William Lucas,106,107,you saw me dance at meryton i believe sir,yes indeed and received no inconsiderable pleasure from the sight do you often dance at st james s,Sir William Lucas,M,major,M,minor,PrideAndPrejudice
Sir William Lucas,Mr. Darcy,107,108,yes indeed and received no inconsiderable pleasure from the sight do you often dance at st james s,never sir,Mr. Darcy,M,minor,M,major,PrideAndPrejudice
Mr. Darcy,Sir William Lucas,108,109,never sir,do you not think it would be a proper compliment to the place,Sir William Lucas,M,major,M,minor,PrideAndPrejudice
Sir William Lucas,Mr. Darcy,109,110,do you not think it would be a proper compliment to the place,it is a compliment which i never pay to any place if i can avoid it,Mr. Darcy,M,minor,M,major,PrideAndPrejudice
Mr. Darcy,Sir William Lucas,110,111,it is a compliment which i never pay to any place if i can avoid it,you have a house in town i conclude i had once some thoughts of fixing in town myself for i am fond of superior society but i did not feel quite certain that the air of london would agree with lady lucas,Sir William Lucas,M,major,M,minor,PrideAndPrejudice
Sir William Lucas,Elizabeth,112,113,my dear miss eliza why are not you dancing mr darcy you must allow me to present this young lady to you as a very desirable partner you cannot refuse to dance i am sure when so much beauty is before you,indeed sir i have not the least intention of dancing i entreat you not to suppose that i moved this way in order to beg for a partner,Elizabeth; Mr. Darcy,M,minor,F,major,PrideAndPrejudice
Elizabeth,Sir William Lucas,113,114,indeed sir i have not the least intention of dancing i entreat you not to suppose that i moved this way in order to beg for a partner,you excel so much in the dance miss eliza that it is cruel to deny me the happiness of seeing you and though this gentleman dislikes the amusement in general he can have no objection i am sure to oblige us for one half hour,Mr. Darcy; Sir William Lucas,F,major,M,minor,PrideAndPrejudice
Sir William Lucas,Elizabeth,114,115,you excel so much in the dance miss eliza that it is cruel to deny me the happiness of seeing you and though this gentleman dislikes the amusement in general he can have no objection i am sure to oblige us for one half hour,mr darcy is all politeness,Elizabeth; Mr. Darcy,M,minor,F,major,PrideAndPrejudice
Elizabeth,Sir William Lucas,115,116,mr darcy is all politeness,he is indeed but considering the inducement my dear miss eliza we cannot wonder at his complaisance for who would object to such a partner,Mr. Darcy; Sir William Lucas,F,major,M,minor,PrideAndPrejudice
Miss Bingley,Mr. Darcy,117,118,i can guess the subject of your reverie,i should imagine not,Mr. Darcy,F,intermediate,M,major,PrideAndPrejudice
Mr. Darcy,Miss Bingley,118,119,i should imagine not,you are considering how insupportable it would be to pass many evenings in this manner in such society and indeed i am quite of your opinion i was never more annoyed the insipidity and yet the noise the nothingness and yet the self importance of all these people what would i give to hear your strictures on them,Miss Bingley,M,major,F,intermediate,PrideAndPrejudice
Miss Bingley,Mr. Darcy,119,120,you are considering how insupportable it would be to pass many evenings in this manner in such society and indeed i am quite of your opinion i was never more annoyed the insipidity and yet the noise the nothingness and yet the self importance of all these people what would i give to hear your strictures on them,your conjecture is totally wrong i assure you my mind was more agreeably engaged i have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow miss elizabeth bennet,Mr. Darcy,F,intermediate,M,major,PrideAndPrejudice
Mr. Darcy,Miss Bingley,120,121,your conjecture is totally wrong i assure you my mind was more agreeably engaged i have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow miss elizabeth bennet,miss elizabeth bennet i am all astonishment how long has she been such a favourite and pray when am i to wish you joy,Miss Bingley,M,major,F,intermediate,PrideAndPrejudice
Miss Bingley,Mr. Darcy,121,122,miss elizabeth bennet i am all astonishment how long has she been such a favourite and pray when am i to wish you joy,that is exactly the question which i expected you to ask a lady s imagination is very rapid it jumps from admiration to love from love to matrimony in a moment i knew you would be wishing me joy,Mr. Darcy,F,intermediate,M,major,PrideAndPrejudice
Mr. Darcy,Miss Bingley,122,123,that is exactly the question which i expected you to ask a lady s imagination is very rapid it jumps from admiration to love from love to matrimony in a moment i knew you would be wishing me joy,nay if you are so serious about it i shall consider the matter as absolutely settled you will have a charming mother in law indeed and of course she will be always at pemberley with you,Miss Bingley,M,major,F,intermediate,PrideAndPrejudice
Mr. Bennet,Mrs. Bennet,124,125,from all that i can collect by your manner of talking you must be two of the silliest girls in the country i have suspected it some time but i am now convinced,i am astonished my dear that you should be so ready to think your own children silly if i wished to think slightingly of any body s children it should not be of my own however,Elizabeth; Jane; Kitty; Lydia; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Mr. Bennet,125,126,i am astonished my dear that you should be so ready to think your own children silly if i wished to think slightingly of any body s children it should not be of my own however,if my children are silly i must hope to be always sensible of it,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,M,intermediate,PrideAndPrejudice
Mr. Bennet,Mrs. Bennet,126,127,if my children are silly i must hope to be always sensible of it,yes but as it happens they are all of them very clever,Elizabeth; Jane; Kitty; Lydia; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Mr. Bennet,127,128,yes but as it happens they are all of them very clever,this is the only point i flatter myself on which we do not agree i had hoped that our sentiments coincided in every particular but i must so far differ from you as to think our two youngest daughters uncommonly foolish,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,M,intermediate,PrideAndPrejudice
Mr. Bennet,Mrs. Bennet,128,129,this is the only point i flatter myself on which we do not agree i had hoped that our sentiments coincided in every particular but i must so far differ from you as to think our two youngest daughters uncommonly foolish,my dear mr bennet you must not expect such girls to have the sense of their father and mother when they get to our age i dare say they will not think about officers any more than we do i remember the time when i liked a red coat myself very well and indeed so i do still at my heart and if a smart young colonel with five or six thousand a year should want one of my girls i shall not say nay to him and i thought colonel forster looked very becoming the other night at sir william s in his regimentals,Elizabeth; Jane; Kitty; Lydia; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Lydia,129,130,my dear mr bennet you must not expect such girls to have the sense of their father and mother when they get to our age i dare say they will not think about officers any more than we do i remember the time when i liked a red coat myself very well and indeed so i do still at my heart and if a smart young colonel with five or six thousand a year should want one of my girls i shall not say nay to him and i thought colonel forster looked very becoming the other night at sir william s in his regimentals,mama my aunt says that colonel forster and captain carter do not go so often to miss watson s as they did when they first came she sees them now very often standing in clarke s library,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,F,intermediate,PrideAndPrejudice
Lydia,Mrs. Bennet,130,131,mama my aunt says that colonel forster and captain carter do not go so often to miss watson s as they did when they first came she sees them now very often standing in clarke s library,well jane who is it from what is it about what does he say well jane make haste and tell us make haste my love,Elizabeth; Jane; Kitty; Mr. Bennet; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Jane,131,132,well jane who is it from what is it about what does he say well jane make haste and tell us make haste my love,it is from miss bingley,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,F,intermediate,PrideAndPrejudice
Jane,Lydia,132,133,it is from miss bingley,with the officers i wonder my aunt did not tell us of that,Elizabeth; Kitty; Lydia; Mr. Bennet; Mrs. Bennet,F,intermediate,F,intermediate,PrideAndPrejudice
Lydia,Mrs. Bennet,133,134,with the officers i wonder my aunt did not tell us of that,dining out that is very unlucky,Elizabeth; Jane; Kitty; Mr. Bennet; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Jane,134,135,dining out that is very unlucky,can i have the carriage,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,F,intermediate,PrideAndPrejudice
Jane,Mrs. Bennet,135,136,can i have the carriage,no my dear you had better go on horseback because it seems likely to rain and then you must stay all night,Elizabeth; Kitty; Lydia; Mr. Bennet; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Elizabeth,136,137,no my dear you had better go on horseback because it seems likely to rain and then you must stay all night,that would be a good scheme if you were sure that they would not offer to send her home,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,F,major,PrideAndPrejudice
Elizabeth,Mrs. Bennet,137,138,that would be a good scheme if you were sure that they would not offer to send her home,oh but the gentlemen will have mr bingley s chaise to go to meryton and the hursts have no horses to theirs,Jane; Kitty; Lydia; Mr. Bennet; Mrs. Bennet,F,major,F,major,PrideAndPrejudice
Mrs. Bennet,Jane,138,139,oh but the gentlemen will have mr bingley s chaise to go to meryton and the hursts have no horses to theirs,i had much rather go in the coach,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,F,intermediate,PrideAndPrejudice
Jane,Mrs. Bennet,139,140,i had much rather go in the coach,but my dear your father cannot spare the horses i am sure they are wanted in the farm mr bennet are not they,Elizabeth; Kitty; Lydia; Mr. Bennet; Mrs. Bennet,F,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Mr. Bennet,140,141,but my dear your father cannot spare the horses i am sure they are wanted in the farm mr bennet are not they,they are wanted in the farm much oftener than i can get them,Elizabeth; Jane; Kitty; Lydia; Mr. Bennet,F,major,M,intermediate,PrideAndPrejudice
Mr. Bennet,Elizabeth,141,142,they are wanted in the farm much oftener than i can get them,but if you have got them to day my mother s purpose will be answered,Elizabeth; Jane; Kitty; Lydia; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Elizabeth,Mrs. Bennet,142,143,but if you have got them to day my mother s purpose will be answered,this was a lucky idea of mine indeed,Jane; Kitty; Lydia; Mr. Bennet; Mrs. Bennet,F,major,F,major,PrideAndPrejudice
Mr. Bennet,Mrs. Bennet,144,145,well my dear if your daughter should have a dangerous fit of illness if she should die it would be a comfort to know that it was all in pursuit of mr bingley and under your orders,oh i am not at all afraid of her dying people do not die of little trifling colds she will be taken good care of as long as she stays there it is all very well i would go and see her if i could have the carriage how can you be so silly as to think of such a thing in all this dirt you will not be fit to be seen when you get there,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,PrideAndPrejudice
Mrs. Bennet,Elizabeth,145,146,oh i am not at all afraid of her dying people do not die of little trifling colds she will be taken good care of as long as she stays there it is all very well i would go and see her if i could have the carriage how can you be so silly as to think of such a thing in all this dirt you will not be fit to be seen when you get there,i shall be very fit to see jane which is all i want,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,F,major,PrideAndPrejudice
Elizabeth,Mr. Bennet,146,147,i shall be very fit to see jane which is all i want,is this a hint to me lizzy to send for the horses,Kitty; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,major,M,intermediate,PrideAndPrejudice
