A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Henry Tilney,Catherine Morland,423,425,the nicest by which i suppose you mean the neatest that must depend upon the binding,i am sure i did not mean to say anything wrong but it is a nice book and why should not i call it so,Catherine Morland; Eleanor Tilney,M,major,F,major,NorthangerAbbey
Eleanor Tilney,Henry Tilney,424,426,henry you are very impertinent miss morland he is treating you exactly as he does his sister he is forever finding fault with me for some incorrectness of language and now he is taking the same liberty with you the word nicest as you used it did not suit him and you had better change it as soon as you can or we shall be overpowered with johnson and blair all the rest of the way,very true and this is a very nice day and we are taking a very nice walk and you are two very nice young ladies oh it is a very nice word indeed it does for everything originally perhaps it was applied only to express neatness propriety delicacy or refinement people were nice in their dress in their sentiments or their choice but now every commendation on every subject is comprised in that one word,Catherine Morland; Henry Tilney,F,intermediate,M,major,NorthangerAbbey
Catherine Morland,Eleanor Tilney,425,427,i am sure i did not mean to say anything wrong but it is a nice book and why should not i call it so,while in fact it ought only to be applied to you without any commendation at all you are more nice than wise come miss morland let us leave him to meditate over our faults in the utmost propriety of diction while we praise udolpho in whatever terms we like best it is a most interesting work you are fond of that kind of reading,Eleanor Tilney; Henry Tilney,F,major,F,intermediate,NorthangerAbbey
Henry Tilney,Catherine Morland,426,428,very true and this is a very nice day and we are taking a very nice walk and you are two very nice young ladies oh it is a very nice word indeed it does for everything originally perhaps it was applied only to express neatness propriety delicacy or refinement people were nice in their dress in their sentiments or their choice but now every commendation on every subject is comprised in that one word,to say the truth i do not much like any other,Catherine Morland; Eleanor Tilney,M,major,F,major,NorthangerAbbey
Eleanor Tilney,Henry Tilney,433,435,historians you think are not happy in their flights of fancy they display imagination without raising interest i am fond of history and am very well contented to take the false with the true in the principal facts they have sources of intelligence in former histories and records which may be as much depended on i conclude as anything that does not actually pass under one s own observation and as for the little embellishments you speak of they are embellishments and i like them as such if a speech be well drawn up i read it with pleasure by whomsoever it may be made and probably with much greater if the production of mr hume or mr robertson than if the genuine words of caractacus agricola or alfred the great,that little boys and girls should be tormented is what no one at all acquainted with human nature in a civilized state can deny but in behalf of our most distinguished historians i must observe that they might well be offended at being supposed to have no higher aim and that by their method and style they are perfectly well qualified to torment readers of the most advanced reason and mature time of life i use the verb to torment as i observed to be your own method instead of to instruct supposing them to be now admitted as synonymous,Catherine Morland; Henry Tilney,F,intermediate,M,major,NorthangerAbbey
Henry Tilney,Eleanor Tilney,437,439,very probably but historians are not accountable for the difficulty of learning to read and even you yourself who do not altogether seem particularly friendly to very severe very intense application may perhaps be brought to acknowledge that it is very well worth while to be tormented for two or three years of one s life for the sake of being able to read all the rest of it consider if reading had not been taught mrs radcliffe would have written in vain or perhaps might not have written at all,indeed and of what nature,Catherine Morland; Eleanor Tilney,M,major,F,intermediate,NorthangerAbbey
Catherine Morland,Henry Tilney,442,444,a particular friend of mine had an account of it in a letter from london yesterday it is to be uncommonly dreadful i shall expect murder and everything of the kind,government neither desires nor dares to interfere in such matters there must be murder and government cares not how much come shall i make you understand each other or leave you to puzzle out an explanation as you can no i will be noble i will prove myself a man no less by the generosity of my soul than the clearness of my head i have no patience with such of my sex as disdain to let themselves sometimes down to the comprehension of yours perhaps the abilities of women are neither sound nor acute neither vigorous nor keen perhaps they may want observation discernment judgment fire genius and wit,Eleanor Tilney; Henry Tilney,F,major,M,major,NorthangerAbbey
Henry Tilney,Catherine Morland,444,446,government neither desires nor dares to interfere in such matters there must be murder and government cares not how much come shall i make you understand each other or leave you to puzzle out an explanation as you can no i will be noble i will prove myself a man no less by the generosity of my soul than the clearness of my head i have no patience with such of my sex as disdain to let themselves sometimes down to the comprehension of yours perhaps the abilities of women are neither sound nor acute neither vigorous nor keen perhaps they may want observation discernment judgment fire genius and wit,riot what riot,Catherine Morland; Eleanor Tilney,M,major,F,major,NorthangerAbbey
Eleanor Tilney,Henry Tilney,445,447,miss morland do not mind what he says but have the goodness to satisfy me as to this dreadful riot,my dear eleanor the riot is only in your own brain the confusion there is scandalous miss morland has been talking of nothing more dreadful than a new publication which is shortly to come out in three duodecimo volumes two hundred and seventy six pages in each with a frontispiece to the first of two tombstones and a lantern do you understand and you miss morland my stupid sister has mistaken all your clearest expressions you talked of expected horrors in london and instead of instantly conceiving as any rational creature would have done that such words could relate only to a circulating library she immediately pictured to herself a mob of three thousand men assembling in st george s fields the bank attacked the tower threatened the streets of london flowing with blood a detachment of the twelfth light dragoons the hopes of the nation called up from northampton to quell the insurgents and the gallant captain frederick tilney in the moment of charging at the head of his troop knocked off his horse by a brickbat from an upper window forgive her stupidity the fears of the sister have added to the weakness of the woman but she is by no means a simpleton in general,Catherine Morland; Henry Tilney,F,intermediate,M,major,NorthangerAbbey
Catherine Morland,Eleanor Tilney,446,448,riot what riot,and now henry that you have made us understand each other you may as well make miss morland understand yourself unless you mean to have her think you intolerably rude to your sister and a great brute in your opinion of women in general miss morland is not used to your odd ways,Eleanor Tilney; Henry Tilney,F,major,F,intermediate,NorthangerAbbey
Eleanor Tilney,Catherine Morland,456,458,we shall get nothing more serious from him now miss morland he is not in a sober mood but i do assure you that he must be entirely misunderstood if he can ever appear to say an unjust thing of any woman at all or an unkind one of me,i wish you could have gone too it is a pity you could not all go,Catherine Morland; Henry Tilney,F,intermediate,F,major,NorthangerAbbey
Maria Thorpe,Catherine Morland,460,462,she will never forgive me i am sure but you know how could i help it john would have me go for he vowed he would not drive her because she had such thick ankles i dare say she will not be in good humour again this month but i am determined i will not be cross it is not a little matter that puts me out of temper,good heaven my dear isabella what do you mean can you can you really be in love with james,Catherine Morland,F,minor,F,major,NorthangerAbbey
Catherine Morland,Isabella Thorpe,470,472,richmond you must settle near fullerton you must be near us,indeed morland i must drive you away consider how far you have to ride i cannot bear to see you linger so for heaven s sake waste no more time there go go i insist on it,Isabella Thorpe,F,major,F,major,NorthangerAbbey
Mrs. Thorpe,Catherine Morland,473,475,dear john dear catherine dear anne and dear maria,shall not you be late at devizes,Catherine Morland; Isabella Thorpe; John Thorpe; Maria Thorpe; Miss Anne,F,minor,F,major,NorthangerAbbey
John Thorpe,Catherine Morland,492,494,by jove no more do i it is not my way to bother my brains with what does not concern me my notion of things is simple enough let me only have the girl i like say i with a comfortable house over my head and what care i for all the rest fortune is nothing i am sure of a good income of my own and if she had not a penny why so much the better,but it was not so bad as that isabella there was no superciliousness she was very civil,Catherine Morland,M,intermediate,F,major,NorthangerAbbey
Henry Tilney,Catherine Morland,523,525,it is as much as should be said of anyone to be always firm must be to be often obstinate when properly to relax is the trial of judgment and without reference to my brother i really think miss thorpe has by no means chosen ill in fixing on the present hour,then why did not you,Catherine Morland,M,major,F,major,NorthangerAbbey
Catherine Morland,Isabella Thorpe,527,529,he is very handsome indeed,it is very charming indeed,Isabella Thorpe,F,major,F,major,NorthangerAbbey
Mrs. Thorpe,Catherine Morland,532,534,i know you never do my dear and you will always find your reward in the affection it makes everybody feel for you there never was a young woman so beloved as you are by everybody that knows you and i dare say when mr morland sees you my dear child but do not let us distress our dear catherine by talking of such things mr morland has behaved so very handsome you know i always heard he was a most excellent man and you know my dear we are not to suppose but what if you had had a suitable fortune he would have come down with something more for i am sure he must be a most liberal minded man,i am very sure that my father has promised to do as much as he can afford,Catherine Morland; Isabella Thorpe,F,minor,F,major,NorthangerAbbey
Catherine Morland,Mrs. Thorpe,534,536,i am very sure that my father has promised to do as much as he can afford,yes yes my darling isabella we perfectly see into your heart you have no disguise we perfectly understand the present vexation and everybody must love you the better for such a noble honest affection,Isabella Thorpe; Mrs. Thorpe,F,major,F,minor,NorthangerAbbey
Isabella Thorpe,Catherine Morland,535,537,as to that my sweet catherine there cannot be a doubt and you know me well enough to be sure that a much smaller income would satisfy me it is not the want of more money that makes me just at present a little out of spirits i hate money and if our union could take place now upon only fifty pounds a year i should not have a wish unsatisfied ah my catherine you have found me out there s the sting the long long endless two years and half that are to pass before your brother can hold the living,by the end of another week,Catherine Morland; Mrs. Thorpe,F,major,F,major,NorthangerAbbey
Eleanor Tilney,Catherine Morland,542,544,i was just beginning to make the request sir as you came in,i will write home directly and if they do not object as i dare say they will not,Catherine Morland; General Tilney,F,intermediate,F,major,NorthangerAbbey
General Tilney,Catherine Morland,545,547,since they can consent to part with you we may expect philosophy from all the world,do not be uneasy isabella james will soon be here,Catherine Morland; Eleanor Tilney,M,minor,F,major,NorthangerAbbey
Henry Tilney,Catherine Morland,600,602,my dear miss morland in this amiable solicitude for your brother s comfort may you not be a little mistaken are you not carried a little too far would he thank you either on his own account or miss thorpe s for supposing that her affection or at least her good behaviour is only to be secured by her seeing nothing of captain tilney is he safe only in solitude or is her heart constant to him only when unsolicited by anyone else he cannot think this and you may be sure that he would not have you think it i will not say do not be uneasy because i know that you are so at this moment but be as little uneasy as you can you have no doubt of the mutual attachment of your brother and your friend depend upon it therefore that real jealousy never can exist between them depend upon it that no disagreement between them can be of any duration their hearts are open to each other as neither heart can be to you they know exactly what is required and what can be borne and you may be certain that one will never tease the other beyond what is known to be pleasant though frederick does not leave bath with us he will probably remain but a very short time perhaps only a few days behind us his leave of absence will soon expire and he must return to his regiment and what will then be their acquaintance the mess room will drink isabella thorpe for a fortnight and she will laugh with your brother over poor tilney s passion for a month,but how can that be are not you with her,Catherine Morland,M,major,F,major,NorthangerAbbey
Eleanor Tilney,Catherine Morland,619,621,that is a curious old chest is not it it is impossible to say how many generations it has been here how it came to be first put in this room i know not but i have not had it moved because i thought it might sometimes be of use in holding hats and bonnets the worst of it is that its weight makes it difficult to open in that corner however it is at least out of the way,how much better is this how much better to find a fire ready lit than to have to wait shivering in the cold till all the family are in bed as so many poor girls have been obliged to do and then to have a faithful old servant frightening one by coming in with a faggot how glad i am that northanger is what it is if it had been like some other places i do not know that in such a night as this i could have answered for my courage but now to be sure there is nothing to alarm one,Catherine Morland,F,intermediate,F,major,NorthangerAbbey
Henry Tilney,Catherine Morland,627,629,at any rate however i am pleased that you have learnt to love a hyacinth the mere habit of learning to love is the thing and a teachableness of disposition in a young lady is a great blessing has my sister a pleasant mode of instruction,is it a pretty place,Catherine Morland,M,major,F,major,NorthangerAbbey
Catherine Morland,Eleanor Tilney,629,631,is it a pretty place,i believe it will be wisest to take the morning while it is so fine and do not be uneasy on my father s account he always walks out at this time of day,Eleanor Tilney; General Tilney,F,major,F,intermediate,NorthangerAbbey
General Tilney,Catherine Morland,630,632,what say you eleanor speak your opinion for ladies can best tell the taste of ladies in regard to places as well as men i think it would be acknowledged by the most impartial eye to have many recommendations the house stands among fine meadows facing the south east with an excellent kitchen garden in the same aspect the walls surrounding which i built and stocked myself about ten years ago for the benefit of my son it is a family living miss morland and the property in the place being chiefly my own you may believe i take care that it shall not be a bad one did henry s income depend solely on this living he would not be ill provided for perhaps it may seem odd that with only two younger children i should think any profession necessary for him and certainly there are moments when we could all wish him disengaged from every tie of business but though i may not exactly make converts of you young ladies i am sure your father miss morland would agree with me in thinking it expedient to give every young man some employment the money is nothing it is not an object but employment is the thing even frederick my eldest son you see who will perhaps inherit as considerable a landed property as any private man in the county has his profession,no not at all mr allen did not care about the garden and never went into it,Catherine Morland; Eleanor Tilney,M,minor,F,major,NorthangerAbbey
Catherine Morland,Eleanor Tilney,634,636,mr allen had only one small hot house which mrs allen had the use of for her plants in winter and there was a fire in it now and then,this is so favourite a walk of mine that i always think it the best and nearest way but perhaps it may be damp,Eleanor Tilney; General Tilney,F,major,F,intermediate,NorthangerAbbey
General Tilney,Eleanor Tilney,635,637,he is a happy man but where are you going eleanor why do you choose that cold damp path to it miss morland will get wet our best way is across the park,i am particularly fond of this spot it was my mother s favourite walk i used to walk here so often with her though i never loved it then as i have loved it since at that time indeed i used to wonder at her choice but her memory endears it now,Catherine Morland; Eleanor Tilney,M,minor,F,intermediate,NorthangerAbbey
Eleanor Tilney,Catherine Morland,636,638,this is so favourite a walk of mine that i always think it the best and nearest way but perhaps it may be damp,and ought it not to endear it to her husband yet the general would not enter it her death must have been a great affliction,Catherine Morland; General Tilney,F,intermediate,F,major,NorthangerAbbey
General Tilney,Catherine Morland,644,646,our friends from fullerton,it remains as it was i suppose,Catherine Morland; Eleanor Tilney,M,minor,F,major,NorthangerAbbey
Eleanor Tilney,Henry Tilney,678,680,no bad news from fullerton i hope mr and mrs morland your brothers and sisters i hope they are none of them ill,i am sorry if i had suspected the letter of containing anything unwelcome i should have given it with very different feelings,Catherine Morland; Henry Tilney,F,intermediate,M,major,NorthangerAbbey
Henry Tilney,Eleanor Tilney,688,690,well if it is to be so i can only say that i am sorry for it frederick will not be the first man who has chosen a wife with less sense than his family expected i do not envy his situation either as a lover or a son,what was her father,Catherine Morland; Eleanor Tilney,M,major,F,intermediate,NorthangerAbbey
Catherine Morland,Henry Tilney,693,695,no not very i do not believe isabella has any fortune at all but that will not signify in your family your father is so very liberal he told me the other day that he only valued money as it allowed him to promote the happiness of his children,that is the most unpromising circumstance the strongest presumption against him when i think of his past declarations i give him up moreover i have too good an opinion of miss thorpe s prudence to suppose that she would part with one gentleman before the other was secured it is all over with frederick indeed he is a deceased man defunct in understanding prepare for your sister in law eleanor and such a sister in law as you must delight in open candid artless guileless with affections strong but simple forming no pretensions and knowing no disguise,Eleanor Tilney; Henry Tilney,F,major,M,major,NorthangerAbbey
Henry Tilney,Catherine Morland,695,697,that is the most unpromising circumstance the strongest presumption against him when i think of his past declarations i give him up moreover i have too good an opinion of miss thorpe s prudence to suppose that she would part with one gentleman before the other was secured it is all over with frederick indeed he is a deceased man defunct in understanding prepare for your sister in law eleanor and such a sister in law as you must delight in open candid artless guileless with affections strong but simple forming no pretensions and knowing no disguise,but perhaps though she has behaved so ill by our family she may behave better by yours now she has really got the man she likes she may be constant,Catherine Morland; Eleanor Tilney,M,major,F,major,NorthangerAbbey
Eleanor Tilney,Henry Tilney,696,698,such a sister in law henry i should delight in,indeed i am afraid she will i am afraid she will be very constant unless a baronet should come in her way that is frederick s only chance i will get the bath paper and look over the arrivals,Catherine Morland; Henry Tilney,F,intermediate,M,major,NorthangerAbbey
Catherine Morland,Henry Tilney,703,705,no i do not ought i to say the truth though i am hurt and grieved that i cannot still love her that i am never to hear from her perhaps never to see her again i do not feel so very very much afflicted as one would have thought,no my father s hands need not be strengthened and frederick s confession of folly need not be forestalled he must tell his own story,Eleanor Tilney; Henry Tilney,F,major,M,major,NorthangerAbbey
Henry Tilney,Catherine Morland,704,706,you feel as you always do what is most to the credit of human nature such feelings ought to be investigated that they may know themselves,but he will tell only half of it,Catherine Morland; Eleanor Tilney,M,major,F,major,NorthangerAbbey
Catherine Morland,Henry Tilney,706,708,but he will tell only half of it,and when do you think sir i may look forward to this pleasure i must be at woodston on monday to attend the parish meeting and shall probably be obliged to stay two or three days,Henry Tilney,F,major,M,major,NorthangerAbbey
General Tilney,Catherine Morland,709,711,well well we will take our chance some one of those days there is no need to fix you are not to put yourself at all out of your way whatever you may happen to have in the house will be enough i think i can answer for the young ladies making allowance for a bachelor s table let me see monday will be a busy day with you we will not come on monday and tuesday will be a busy one with me i expect my surveyor from brockham with his report in the morning and afterwards i cannot in decency fail attending the club i really could not face my acquaintance if i stayed away now for as i am known to be in the country it would be taken exceedingly amiss and it is a rule with me miss morland never to give offence to any of my neighbours if a small sacrifice of time and attention can prevent it they are a set of very worthy men they have half a buck from northanger twice a year and i dine with them whenever i can tuesday therefore we may say is out of the question but on wednesday i think henry you may expect us and we shall be with you early that we may have time to look about us two hours and three quarters will carry us to woodston i suppose we shall be in the carriage by ten so about a quarter before one on wednesday you may look for us,go away and why,Catherine Morland; Henry Tilney,M,minor,F,major,NorthangerAbbey
Henry Tilney,Catherine Morland,716,718,i wish i could reason like you for his sake and my own good bye as tomorrow is sunday eleanor i shall not return,oh why do not you fit up this room mr tilney what a pity not to have it fitted up it is the prettiest room i ever saw it is the prettiest room in the world,Catherine Morland; Eleanor Tilney,M,major,F,major,NorthangerAbbey
General Tilney,Henry Tilney,721,723,you like it you approve it as an object it is enough henry remember that robinson is spoken to about it the cottage remains,it will soon be as if you never had,Catherine Morland; Eleanor Tilney; Henry Tilney,M,minor,M,major,NorthangerAbbey
Catherine Morland,Eleanor Tilney,730,732,it is very right that you should stand by your brother,nay if you can use such a word i can urge you no farther if you think it long,Eleanor Tilney; Henry Tilney,F,major,F,intermediate,NorthangerAbbey
Henry Tilney,Catherine Morland,731,733,and if you would stand by yours you would not be much distressed by the disappointment of miss thorpe but your mind is warped by an innate principle of general integrity and therefore not accessible to the cool reasonings of family partiality or a desire of revenge,oh no i do not indeed for my own pleasure i could stay with you as long again,Catherine Morland; Eleanor Tilney,M,major,F,major,NorthangerAbbey
Sarah,Mrs. Morland,753,755,i can allow for his wishing catherine away when he recollected this engagement but why not do it civilly,this has been a strange acquaintance soon made and soon ended i am sorry it happens so for mrs allen thought them very pretty kind of young people and you were sadly out of luck too in your isabella ah poor james well we must live and learn and the next new friends you make i hope will be better worth keeping,Catherine Morland; Mrs. Morland,F,minor,F,minor,NorthangerAbbey
Mrs. Morland,Catherine Morland,754,756,i am sorry for the young people they must have a sad time of it but as for anything else it is no matter now catherine is safe at home and our comfort does not depend upon general tilney well i am glad i did not know of your journey at the time but now it is all over perhaps there is no great harm done it is always good for young people to be put upon exerting themselves and you know my dear catherine you always were a sad little scatter brained creature but now you must have been forced to have your wits about you with so much changing of chaises and so forth and i hope it will appear that you have not left anything behind you in any of the pockets,no friend can be better worth keeping than eleanor,Catherine Morland; Sarah,F,minor,F,major,NorthangerAbbey
Catherine Morland,Mrs. Morland,756,758,no friend can be better worth keeping than eleanor,catherine took us quite by surprise yesterday evening she travelled all the way post by herself and knew nothing of coming till saturday night for general tilney from some odd fancy or other all of a sudden grew tired of having her there and almost turned her out of the house very unfriendly certainly and he must be a very odd man but we are so glad to have her amongst us again and it is a great comfort to find that she is not a poor helpless creature but can shift very well for herself,Mrs. Morland,F,major,F,minor,NorthangerAbbey
Mrs. Morland,Mrs. Allen,758,760,catherine took us quite by surprise yesterday evening she travelled all the way post by herself and knew nothing of coming till saturday night for general tilney from some odd fancy or other all of a sudden grew tired of having her there and almost turned her out of the house very unfriendly certainly and he must be a very odd man but we are so glad to have her amongst us again and it is a great comfort to find that she is not a poor helpless creature but can shift very well for herself,i really have not patience with the general only think my dear of my having got that frightful great rent in my best mechlin so charmingly mended before i left bath that one can hardly see where it was i must show it you some day or other bath is a nice place catherine after all i assure you i did not above half like coming away mrs thorpe s being there was such a comfort to us was not it you know you and i were quite forlorn at first,Catherine Morland; Mr. Allen; Mrs. Allen,F,minor,F,intermediate,NorthangerAbbey
Mrs. Allen,Catherine Morland,759,761,i really have not patience with the general,yes but that did not last long,Catherine Morland; Mr. Allen; Mrs. Morland,F,intermediate,F,major,NorthangerAbbey
Catherine Morland,Mrs. Morland,763,765,do i oh perfectly,my dear catherine i am afraid you are growing quite a fine lady i do not know when poor richard s cravats would be done if he had no friend but you your head runs too much upon bath but there is a time for everything a time for balls and plays and a time for work you have had a long run of amusement and now you must try to be useful,Mrs. Allen; Mrs. Morland,F,major,F,minor,NorthangerAbbey
Mrs. Allen,Catherine Morland,764,766,it was very agreeable was not it mr tilney drank tea with us and i always thought him a great addition he is so very agreeable i have a notion you danced with him but am not quite sure i remember i had my favourite gown on i really have not patience with the general such an agreeable worthy man as he seemed to be i do not suppose mrs morland you ever saw a better bred man in your life his lodgings were taken the very day after he left them catherine but no wonder milsom street you know,her head did not run upon bath much,Catherine Morland; Mrs. Morland,F,intermediate,F,major,NorthangerAbbey
Mr Shepherd,Mrs Clay,6,8,i presume to observe sir walter that in the way of business gentlemen of the navy are well to deal with i have had a little knowledge of their methods of doing business and i am free to confess that they have very liberal notions and are as likely to make desirable tenants as any set of people one should meet with therefore sir walter what i would take leave to suggest is that if in consequence of any rumours getting abroad of your intention which must be contemplated as a possible thing because we know how difficult it is to keep the actions and designs of one part of the world from the notice and curiosity of the other consequence has its tax i john shepherd might conceal any family matters that i chose for nobody would think it worth their while to observe me but sir walter elliot has eyes upon him which it may be very difficult to elude and therefore thus much i venture upon that it will not greatly surprise me if with all our caution some rumour of the truth should get abroad in the supposition of which as i was going to observe since applications will unquestionably follow i should think any from our wealthy naval commanders particularly worth attending to and beg leave to add that two hours will bring me over at any time to save you the trouble of replying,they would look around them no doubt and bless their good fortune but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,minor,Persuasion
Mrs Clay,Mr Shepherd,8,10,they would look around them no doubt and bless their good fortune but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected,in all these cases there are established usages which make everything plain and easy between landlord and tenant your interest sir walter is in pretty safe hands depend upon me for taking care that no tenant has more than his just rights i venture to hint that sir walter elliot cannot be half so jealous for his own as john shepherd will be for him,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,M,minor,Persuasion
Sir Walter Elliot,Anne Elliot,9,11,as to all that supposing i were induced to let my house i have by no means made up my mind as to the privileges to be annexed to it i am not particularly disposed to favour a tenant the park would be open to him of course and few navy officers or men of any other description can have had such a range but what restrictions i might impose on the use of the pleasure grounds is another thing i am not fond of the idea of my shrubberies being always approachable and i should recommend miss elliot to be on her guard with respect to her flower garden i am very little disposed to grant a tenant of kellynch hall any extraordinary favour i assure you be he sailor or soldier,the navy i think who have done so much for us have at least an equal claim with any other set of men for all the comforts and all the privileges which any home can give sailors work hard enough for their comforts we must all allow,Anne Elliot; Mr Shepherd; Mrs Clay,M,intermediate,F,major,Persuasion
Mr Shepherd,Sir Walter Elliot,12,14,very true very true what miss anne says is very true,the profession has its utility but i should be sorry to see any friend of mine belonging to it,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,M,intermediate,Persuasion
Mrs Clay,Anne Elliot,17,19,nay sir walter this is being severe indeed have a little mercy on the poor men we are not all born to be handsome the sea is no beautifier certainly sailors do grow old betimes i have observed it they soon lose the look of youth but then is not it the same with many other professions perhaps most other soldiers in active service are not at all better off and even in the quieter professions there is a toil and a labour of the mind if not of the body which seldom leaves a man s looks to the natural effect of time the lawyer plods quite care worn the physician is up at all hours and travelling in all weather and even the clergyman and even the clergyman you know is obliged to go into infected rooms and expose his health and looks to all the injury of a poisonous atmosphere in fact as i have long been convinced though every profession is necessary and honourable in its turn it is only the lot of those who are not obliged to follow any who can live in a regular way in the country choosing their own hours following their own pursuits and living on their own property without the torment of trying for more it is only their lot i say to hold the blessings of health and a good appearance to the utmost i know no other set of men but what lose something of their personableness when they cease to be quite young,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,F,major,Persuasion
Anne Elliot,Mr Shepherd,19,21,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years,and a very well spoken genteel shrewd lady she seemed to be asked more questions about the house and terms and taxes than the admiral himself and seemed more conversant with business and moreover sir walter i found she was not quite unconnected in this country any more than her husband that is to say she is sister to a gentleman who did live amongst us once she told me so herself sister to the gentleman who lived a few years back at monkford bless me what was his name at this moment i cannot recollect his name though i have heard it so lately penelope my dear can you help me to the name of the gentleman who lived at monkford mrs croft s brother,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,minor,Persuasion
Sir Walter Elliot,Mrs Clay,20,22,then i take it for granted that his face is about as orange as the cuffs and capes of my livery,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent,Anne Elliot; Mr Shepherd; Mrs Clay,M,intermediate,F,minor,Persuasion
Mrs Clay,Anne Elliot,22,24,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent,you mean mr wentworth i suppose,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,F,major,Persuasion
Anne Elliot,Sir Walter Elliot,24,26,you mean mr wentworth i suppose,wentworth oh ay mr wentworth the curate of monkford you misled me by the term gentleman i thought you were speaking of some man of property mr wentworth was nobody i remember quite unconnected nothing to do with the strafford family one wonders how the names of many of our nobility become so common,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate,Persuasion
Mr Shepherd,Anne Elliot,25,27,wentworth was the very name mr wentworth was the very man he had the curacy of monkford you know sir walter some time back for two or three years came there about the year 5 i take it you remember him i am sure,a few months more and he perhaps may be walking here,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,major,Persuasion
Mary,Elizabeth,29,31,i cannot possibly do without anne,mrs clay never forgets who she is and as i am rather better acquainted with her sentiments than you can be i can assure you that upon the subject of marriage they are particularly nice and that she reprobates all inequality of condition and rank more strongly than most people and as to my father i really should not have thought that he who has kept himself single so long for our sakes need be suspected now if mrs clay were a very beautiful woman i grant you it might be wrong to have her so much with me not that anything in the world i am sure would induce my father to make a degrading match but he might be rendered unhappy but poor mrs clay who with all her merits can never have been reckoned tolerably pretty i really think poor mrs clay may be staying here in perfect safety one would imagine you had never heard my father speak of her personal misfortunes though i know you must fifty times that tooth of her s and those freckles freckles do not disgust me so very much as they do him i have known a face not materially disfigured by a few but he abominates them you must have heard him notice mrs clay s freckles,Elizabeth,,,F,minor,Persuasion
Elizabeth,Anne Elliot,33,35,i think very differently an agreeable manner may set off handsome features but can never alter plain ones however at any rate as i have a great deal more at stake on this point than anybody else can have i think it rather unnecessary in you to be advising me,i am sorry to find you unwell you sent me such a good account of yourself on thursday,Anne Elliot,F,minor,F,major,Persuasion
Louisa Musgrove,Mary,63,65,and i will tell you our reason and all about it i am come on to give you notice that papa and mamma are out of spirits this evening especially mamma she is thinking so much of poor richard and we agreed it would be best to have the harp for it seems to amuse her more than the piano forte i will tell you why she is out of spirits when the crofts called this morning they called here afterwards did not they they happened to say that her brother captain wentworth is just returned to england or paid off or something and is coming to see them almost directly and most unluckily it came into mamma s head when they were gone that wentworth or something very like it was the name of poor richard s captain at one time i do not know when or where but a great while before he died poor fellow and upon looking over his letters and things she found it was so and is perfectly sure that this must be the very man and her head is quite full of it and of poor richard so we must be as merry as we can that she may not be dwelling upon such gloomy things,oh no indeed charles i cannot bear to have you go away only think if anything should happen,Mary,F,minor,,,Persuasion
Charles Musgrove,Anne Elliot,66,68,nothing can be going on better than the child so i told my father just now that i would come and he thought me quite right your sister being with you my love i have no scruple at all you would not like to leave him yourself but you see i can be of no use anne will send for me if anything is the matter,but that was only the effect of the suddenness of your alarm of the shock you will not be hysterical again i dare say we shall have nothing to distress us i perfectly understand mr robinson s directions and have no fears and indeed mary i cannot wonder at your husband nursing does not belong to a man it is not his province a sick child is always the mother s property her own feelings generally make it so,Anne Elliot; Mary,M,intermediate,F,major,Persuasion
Anne Elliot,Mary,72,74,well if you do not think it too late to give notice for yourself suppose you were to go as well as your husband leave little charles to my care mr and mrs musgrove cannot think it wrong while i remain with him,i mean to go with you charles for i am of no more use at home than you are if i were to shut myself up for ever with the child i should not be able to persuade him to do anything he did not like anne will stay anne undertakes to stay at home and take care of him it is anne s own proposal and so i shall go with you which will be a great deal better for i have not dined at the other house since tuesday,Mary,F,major,,,Persuasion
