A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Mrs. Lesley,Mr. Turton,1125,1127,does anyone here present want to,heaslop i m telling them i m against any show of force i don t know whether you will feel as i do but that is how i am situated when the verdict is obtained it will be another matter,A Stray Subaltern; Cyril Fielding; Major Callendar; Mr. Turton; Ronny Heaslop,F,minor,M,intermediate
Mr. Turton,A Stray Subaltern,1129,1131,how is your mother old boy,some have never got up,A Stray Subaltern; Cyril Fielding; Mr. Turton; Mrs. Lesley; Ronny Heaslop,M,intermediate,M,minor
Ronny Heaslop,Mr. Turton,1130,1132,better thank you i wish everyone would sit down,and the major brings us an excellent report of miss quested,A Stray Subaltern; Major Callendar; Mr. Turton; Mrs. Lesley,M,major,M,intermediate
A Stray Subaltern,Major Callendar,1131,1133,some have never got up,i do i do i m satisfied,Cyril Fielding; Major Callendar; Mr. Turton; Mrs. Lesley; Ronny Heaslop,M,minor,M,intermediate
Mr. Turton,Ronny Heaslop,1132,1134,and the major brings us an excellent report of miss quested,you thought badly of her earlier did you not major that s why i refused bail,A Stray Subaltern; Cyril Fielding; Major Callendar; Mrs. Lesley; Ronny Heaslop,M,intermediate,M,major
Ronny Heaslop,A Stray Subaltern,1134,1136,you thought badly of her earlier did you not major that s why i refused bail,stand up you swine,A Stray Subaltern; Major Callendar; Mr. Turton; Mrs. Lesley,M,major,M,minor
Major Callendar,Mr. Turton,1135,1137,heaslop heaslop next time bail s wanted ring up the old doctor before giving it his shoulders are broad and speaking in the strictest confidence don t take the old doctor s opinion too seriously he s a blithering idiot we can always leave it at that but he ll do the little he can towards keeping in quod the oh but he has one of his friends here,mr fielding what has prevented you from standing up,A Stray Subaltern; Cyril Fielding; Mr. Turton; Mrs. Lesley; Ronny Heaslop,M,intermediate,M,intermediate
A Stray Subaltern,Cyril Fielding,1136,1138,stand up you swine,may i make a statement sir,Cyril Fielding; Major Callendar; Mr. Turton; Mrs. Lesley; Ronny Heaslop,M,minor,M,major
Cyril Fielding,Mr. Turton,1144,1146,i am waiting for the verdict of the courts if he is guilty i resign from my service and leave india i resign from the club now,you have not answered my question why did you not stand when mr heaslop entered,A Stray Subaltern; Major Callendar; Mr. Turton; Mrs. Lesley; Ronny Heaslop,M,major,M,intermediate
_unknowable,Cyril Fielding,1145,1147,hear hear,with all deference sir i am not here to answer questions but to make a personal statement and i have concluded it,A Stray Subaltern; Cyril Fielding; Major Callendar; Mr. Turton; Mrs. Lesley; Ronny Heaslop,F,intermediate,M,major
Mr. Turton,Ronny Heaslop,1150,1152,leave this room at once and i deeply regret that i demeaned myself to meet you at the station you have sunk to the level of your associates you are weak weak that is what is wrong with you,let him go,A Stray Subaltern; Cyril Fielding; Major Callendar; Mrs. Lesley; Ronny Heaslop,M,intermediate,M,major
Adela Quested,Mr. Mcbryde,1156,1158,can mrs moore be with me,miss quested realizes what all that means though the case will come before das,Mr. Mcbryde; Mrs. Mcbryde; Ronny Heaslop,F,major,M,intermediate
Ronny Heaslop,Adela Quested,1157,1159,certainly and i shall be there myself the case won t come before me they ve objected to me on personal grounds it will be at chandrapore we thought at one time it would be transferred elsewhere,i must come before someone,Adela Quested; Mr. Mcbryde; Mrs. Mcbryde,M,major,F,major
Adela Quested,Ronny Heaslop,1163,1165,why should he write to me,he s a crank a crank,Mr. Mcbryde; Mrs. Mcbryde; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Adela Quested,1165,1167,he s a crank a crank,is it,Adela Quested; Mr. Mcbryde; Mrs. Mcbryde,M,major,F,major
Mr. Mcbryde,Mrs. Mcbryde,1168,1170,not at all he only has the impertinence to suggest you have made a mistake,oh we must help one another we must take the rough with the smooth,Adela Quested; Mrs. Mcbryde; Ronny Heaslop,M,intermediate,F,minor
Adela Quested,Ronny Heaslop,1169,1171,would that i had but think of his behaviour to you ronny when you had already to bear so much for my sake it was shocking of him my dear how can i repay you how can one repay when one has nothing to give what is the use of personal relationships when everyone brings less and less to them i feel we ought all to go back into the desert for centuries and try and get good i want to begin at the beginning all the things i thought i d learnt are just a hindrance they re not knowledge at all i m not fit for personal relationships well let s go let s go of course mr fielding s letter doesn t count he can think and write what he likes only he shouldn t have been rude to you when you had so much to bear that s what matters i don t want your arm i m a magnificent walker so don t touch me please,mother s looking forward to seeing you but of course she s old one mustn t forget that old people never take things as one expects in my opinion,Mr. Mcbryde; Mrs. Mcbryde; Ronny Heaslop,F,major,M,major
Mrs. Mcbryde,Adela Quested,1170,1172,oh we must help one another we must take the rough with the smooth,what can i do to make things easier for you it s you who matter,Adela Quested; Mr. Mcbryde; Ronny Heaslop,F,minor,F,major
Mrs. Moore,Adela Quested,1180,1182,ralph and stella may be wanting to know when i arrive,i am counting on you to help me through it is such a blessing to be with you again everyone else is a stranger i know it s all nothing i must be sensible i do try,Adela Quested; Ronny Heaslop,F,major,F,major
Ronny Heaslop,Mrs. Moore,1181,1183,there is plenty of time for all such plans how do you think our adela looks,i shouldn t mind if it had happened anywhere else at least i really don t know where it did happen,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Ronny Heaslop,1192,1194,i think you re rather unkind not to say,quite so but meantime a trial is coming on and the notion of most of us is that we d better pull together and help one another through instead of being disagreeable are you going to talk like that in the witness box,Mrs. Moore; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Adela Quested,1196,1198,to confirm certain points in our evidence,i won t have her dragged in either i won t have any more trouble on my account her evidence is not the least essential,Adela Quested; Mrs. Moore,M,major,F,major
Mrs. Moore,Ronny Heaslop,1197,1199,i have nothing to do with your ludicrous law courts i will not be dragged in at all,i thought she would want to give it no one blames you mother but the fact remains that you dropped off at the first cave and encouraged adela to go on with him alone whereas if you d been well enough to keep on too nothing would have happened he planned it i know still you fell into his trap just like fielding and antony before you forgive me for speaking so plainly but you ve no right to take up this high and mighty attitude about law courts if you re ill that s different but you say you re all right and you seem so in which case i thought you ld want to take your part i did really,Adela Quested; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Mrs. Moore,1199,1201,i thought she would want to give it no one blames you mother but the fact remains that you dropped off at the first cave and encouraged adela to go on with him alone whereas if you d been well enough to keep on too nothing would have happened he planned it i know still you fell into his trap just like fielding and antony before you forgive me for speaking so plainly but you ve no right to take up this high and mighty attitude about law courts if you re ill that s different but you say you re all right and you seem so in which case i thought you ld want to take your part i did really,i shall attend your marriage but not your trial then i shall go to england,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Ronny Heaslop,1200,1202,i ll not have you worry her whether she s well or ill,you can t go to england in may as you agreed,Mrs. Moore; Ronny Heaslop,F,major,M,major
Mrs. Moore,Ronny Heaslop,1207,1209,i want my pack of patience cards,well my dear girl this isn t much of a home coming i had no idea she had this up her sleeve,Adela Quested; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Adela Quested,1208,1210,very well get them,aziz aziz aziz have i made a mistake,Adela Quested; Mrs. Moore,M,major,F,major
Ronny Heaslop,Adela Quested,1235,1237,so you won t go saying he s innocent again will you for every servant i ve got is a spy they all hate us it ll be all right after the verdict for i will say this for them they do accept the accomplished fact but at present they re pouring out money like water to catch us tripping and a remark like yours is the very thing they look out for it would enable them to say it was a put up job on the part of us officials you see what i mean,i thought you said but it was in mr fielding s letter,Adela Quested,M,major,F,major
Mrs. Moore,Ronny Heaslop,1238,1240,of course he is innocent,you were not right she never said it,Adela Quested; Ronny Heaslop,F,major,M,major
Adela Quested,Mrs. Moore,1241,1243,but she thinks it,red nine on black ten,Mrs. Moore; Ronny Heaslop,F,major,F,major
Mrs. Moore,Adela Quested,1243,1245,red nine on black ten,i know but,Adela Quested; Ronny Heaslop,F,major,F,major
Ronny Heaslop,Mrs. Moore,1244,1246,she can think and fielding too but there s such a thing as evidence i suppose,is it again my duty to talk apparently as you keep interrupting me,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Ronny Heaslop,1245,1247,i know but,only if you have anything sensible to say,Mrs. Moore; Ronny Heaslop,F,major,M,major
Ronny Heaslop,Adela Quested,1247,1249,only if you have anything sensible to say,i don t hear it so much you send it away you do nothing but good you are so good,Adela Quested; Mrs. Moore,M,major,F,major
Adela Quested,Ronny Heaslop,1249,1251,i don t hear it so much you send it away you do nothing but good you are so good,have you any evidence in the prisoner s favour if so it is your bounden duty to go into the witness box for him instead of for us no one will stop you,Mrs. Moore; Ronny Heaslop,F,major,M,major
Mrs. Moore,Adela Quested,1254,1256,most feeble,it would be so appalling if i was wrong i should take my own life,Adela Quested; Ronny Heaslop,F,major,F,major
Adela Quested,Mrs. Moore,1258,1260,yes he this is very very awful i m as certain as ever he followed me only wouldn t it be possible to withdraw the case i dread the idea of giving evidence more and more and you are all so good to women here and you have so much more power than in england look at miss derek s motor car oh of course it s out of the question i m ashamed to have mentioned it please forgive me,she has started the machinery it will work to its end,Mrs. Moore; Ronny Heaslop,F,major,F,major
Ronny Heaslop,Mrs. Moore,1259,1261,that s all right of course i forgive you as you call it but the case has to come before a magistrate now it really must the machinery has started,and if it had if it had there are worse evils than love less attention should be paid to my future daughter in law and more to me there is no sorrow like my sorrow i have not seen the right places,Adela Quested; Mrs. Moore,M,major,F,major
Mr. Turton,Adela Quested,1266,1268,she s saying her prayers,i can t eat might i have a little brandy,Adela Quested; Mrs. Turton,M,intermediate,F,major
Mrs. Turton,Mr. Turton,1267,1269,sorry my dear take your time was your chhota hazri all right,drink it up not a bad notion a peg,Adela Quested; Mr. Turton,F,intermediate,M,intermediate
Adela Quested,Mrs. Turton,1270,1272,i don t think it ll really help me burra sahib,i should think i did champagne too,Mr. Turton; Mrs. Turton,F,major,F,intermediate
Mr. Turton,Adela Quested,1271,1273,you sent brandy down to the court didn t you mary,i ll thank you this evening i m all to pieces now my echo has come back again badly,Adela Quested; Mrs. Turton,M,intermediate,F,major
Mrs. Turton,Mr. Turton,1274,1276,how about aspirin,you won t,Adela Quested; Mr. Turton,F,intermediate,M,intermediate
Adela Quested,Mrs. Turton,1275,1277,it is not a headache it is an echo i am sure to break down,of course she won t she s a real sport,Mr. Turton; Mrs. Turton,F,major,F,intermediate
Mr. Turton,Adela Quested,1276,1278,you won t,but mrs turton,Adela Quested; Mrs. Turton,M,intermediate,F,major
Mrs. Turton,Mr. Turton,1279,1281,yes my dear child,you re bound to win,Adela Quested; Mr. Turton,F,intermediate,M,intermediate
Mrs. Turton,Mr. Turton,1284,1286,really after mohurram a show of force will do no harm it s ridiculous to pretend they don t hate us do give up that farce,after all it s our women who make everything more difficult out here,Adela Quested; Mr. Turton,F,intermediate,M,intermediate
Miss Derek,Ronny Heaslop,1289,1291,but you re strictly forbidden to talk like that you re wonderful,my old das is all right,Adela Quested; Major Callendar; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop,F,intermediate,M,major
_unknowable,Major Callendar,1290,1292,yes indeed,not one of them s all right,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop,F,intermediate,M,intermediate
Major Callendar,Mrs. Lesley,1292,1294,not one of them s all right,you mean he s more frightened of acquitting than convicting because if he acquits he ll lose his job,Adela Quested; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop,M,intermediate,F,minor
Ronny Heaslop,Mrs. Turton,1293,1295,das is really,in fact you disapprove of the appeal i forwarded to lady mellanby pray don t apologize mr heaslop i am accustomed to being in the wrong,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton,M,major,F,intermediate
Mrs. Lesley,Ronny Heaslop,1294,1296,you mean he s more frightened of acquitting than convicting because if he acquits he ll lose his job,i didn t mean that,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Turton; Ronny Heaslop,F,minor,M,major
Ronny Heaslop,Mrs. Lesley,1296,1298,i didn t mean that,those swine are always on the look out for a grievance,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton,M,major,F,minor
Mrs. Turton,Major Callendar,1297,1299,all right i said don t apologize,swine i should think so and what s more i ll tell you what what s happened is a damn good thing really barring of course its application to present company it ll make them squeal and it s time they did squeal i ve put the fear of god into them at the hospital anyhow you should see the grandson of our so called leading loyalist his beauty s gone five upper teeth two lower and a nostril old panna lal brought him the looking glass yesterday and he blubbered i laughed i laughed i tell you and so would you that used to be one of these buck niggers i thought now he s all septic damn him blast his soul er i believe he was unspeakably immoral er i wish i d had the cutting up of my late assistant too nothing s too bad for these people,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Ronny Heaslop,F,intermediate,M,intermediate
Mrs. Lesley,Mrs. Turton,1298,1300,those swine are always on the look out for a grievance,at last some sense is being talked,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Turton; Ronny Heaslop,F,minor,F,intermediate
_unknowable,Miss Derek,1303,1305,even when the lady is so uglier than the gentleman,do you feel faint adela,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,F,intermediate,F,intermediate
Mr. Das,Adela Quested,1304,1306,turn that man out,i never feel anything else nancy i shall get through but it s awful awful,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major
Major Callendar,Mrs. Turton,1307,1309,i must have better arrangements than this made for my patient why isn t she given a seat on the platform she gets no air,that s better,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,intermediate
Mr. Das,Major Callendar,1308,1310,i shall be happy to accommodate miss quested with a chair up here in view of the particular circumstances of her health,thoroughly desirable change for several reasons right mcbryde go ahead now sorry to have interrupted you,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mrs. Turton,Mr. Mcbryde,1309,1311,that s better,are you all right yourselves,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Ronny Heaslop; The Nawab Badahur,F,intermediate,M,intermediate
Mr. Mcbryde,Mr. Turton,1311,1313,are you all right yourselves,go on mr das we are not here to disturb you,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Major Callendar,Adela Quested,1312,1314,we shall do we shall do,i suppose he is guilty can i possibly have made a mistake,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major
Mr. Turton,Miss Derek,1313,1315,go on mr das we are not here to disturb you,another example of their exquisite sense of humour,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,intermediate
Miss Derek,Major Callendar,1315,1317,another example of their exquisite sense of humour,oh cut the cackle and let s have the verdict,Adela Quested; Major Callendar; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop,F,intermediate,M,intermediate
Mr. Amritrao,Mr. Das,1316,1318,excuse me we object to the presence of so many european ladies and gentlemen upon the platform they will have the effect of intimidating our witnesses their place is with the rest of the public in the body of the hall we have no objection to miss quested remaining on the platform since she has been unwell we shall extend every courtesy to her throughout despite the scientific truths revealed to us by the district superintendent of police but we do object to the others,i agree to that it was only to miss quested that i gave permission to sit up here her friends should be so excessively kind as to climb down,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate
Major Callendar,Ronny Heaslop,1317,1319,oh cut the cackle and let s have the verdict,well done das quite sound,Adela Quested; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop,M,intermediate,M,major
Mr. Das,Mrs. Turton,1318,1320,i agree to that it was only to miss quested that i gave permission to sit up here her friends should be so excessively kind as to climb down,climb down indeed what incredible impertinence,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,intermediate
Ronny Heaslop,Mr. Turton,1319,1321,well done das quite sound,do come quietly mary,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton,M,major,M,intermediate
Mrs. Turton,Major Callendar,1320,1322,climb down indeed what incredible impertinence,hi my patient can t be left unattended,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Ronny Heaslop,F,intermediate,M,intermediate
Major Callendar,Mr. Amritrao,1322,1324,hi my patient can t be left unattended,i should object a platform confers authority,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,minor
Mr. Das,Mr. Turton,1323,1325,do you object to the civil surgeon remaining mr amritrao,even when it s one foot high so come along all,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mr. Amritrao,Mr. Das,1324,1326,i should object a platform confers authority,thank you very much sir thank you mr heaslop thank you ladies all,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate
Mr. Das,Mr. Mcbryde,1326,1328,thank you very much sir thank you mr heaslop thank you ladies all,not buddhist i think jain,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mr. Mcbryde,Mahmoud Ali,1327,1329,prisoner s dupes,in which cave is the offence alleged the buddhist or the jain,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mr. Mcbryde,Mr. Das,1332,1334,you will have an opportunity of putting such questions later mr lesley says they re buddhist and he ought to know if anyone does but may i call attention to the shape i have nothing to add at present i will now call my witnesses the facts will speak for themselves the prisoner is one of those individuals who have led a double life i dare say his degeneracy gained upon him gradually he has been very cunning at concealing as is usual with the type and pretending to be a respectable member of society getting a government position even he is now entirely vicious and beyond redemption i am afraid he behaved most cruelly most brutally to another of his guests another english lady in order to get rid of her and leave him free for his crime he crushed her into a cave among his servants however that is by the way i don t propose to call her,you could have called her yourself neither side called her neither must quote her as evidence,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mr. Das,Ronny Heaslop,1334,1336,you could have called her yourself neither side called her neither must quote her as evidence,if the point is of any interest my mother should have reached aden,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,major
Ronny Heaslop,Mr. Das,1336,1338,if the point is of any interest my mother should have reached aden,this is no way to defend your case,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; The Nawab Badahur,M,major,M,intermediate
Mr. Das,Mr. Turton,1340,1342,mr mahmoud ali i have already warned you and unless you sit down i shall exercise my authority,unexpected,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mahmoud Ali,Ronny Heaslop,1341,1343,do so this trial is a farce i am going aziz aziz farewell for ever,i thought they d try something of the sort ingenious they get just like over their religion start and can t stop i m sorry for your old das he s not getting much of a show,Adela Quested; Cyril Fielding; Dr. Aziz; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,major
Mr. Turton,Miss Derek,1342,1344,unexpected,mr heaslop how disgraceful dragging in your dear mother,Major Callendar; Miss Derek; Mrs. Lesley; Mrs. Turton; Ronny Heaslop,M,intermediate,F,intermediate
Ronny Heaslop,Miss Derek,1345,1347,it s just a trick and they happened to pull it off now one sees why they had mahmoud ali just to make a scene on the chance it is his speciality,ronny,Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton,M,major,F,intermediate
_unknowable,Ronny Heaslop,1346,1348,esmiss esmoor esmiss esmoor esmiss esmoor esmiss esmoor,yes old girl,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,F,intermediate,M,major
Mr. Amritrao,Mr. Mcbryde,1356,1358,exactly sir he must but we had just learnt that mrs moore had important evidence which she desired to give she was hurried out of the country by her son before she could give it and this unhinged mr mahmoud ali coming as it does upon an attempt to intimidate our only other european witness mr fielding mr mahmoud ali would have said nothing had not mrs moore been claimed as a witness by the police,well i withdraw my reference i would have done so fifteen minutes ago if i had been given the chance she is not of the least importance to me,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate
Mr. Das,Mr. Amritrao,1357,1359,an extraneous element is being introduced into the case i must repeat that as a witness mrs moore does not exist neither you mr amritrao nor mr mcbryde you have any right to surmise what that lady would have said she is not here and consequently she can say nothing,i have already withdrawn it for the defence perhaps you can persuade the gentlemen outside to withdraw it too,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,minor
Mr. Mcbryde,Mr. Das,1358,1360,well i withdraw my reference i would have done so fifteen minutes ago if i had been given the chance she is not of the least importance to me,i am afraid my powers do not extend so far,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Mr. Amritrao,Mr. Mcbryde,1359,1361,i have already withdrawn it for the defence perhaps you can persuade the gentlemen outside to withdraw it too,the prisoner and the guide took you on to the kawa dol no one else being present,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,minor,M,intermediate
Mr. Das,Adela Quested,1360,1362,i am afraid my powers do not extend so far,the most wonderfully shaped of those hills yes no one else was present to my knowledge we appeared to be alone,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major
Adela Quested,Major Callendar,1366,1368,that is quite correct,now we ve got im,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop,F,major,M,intermediate
Adela Quested,Mr. Das,1380,1382,dr aziz never followed me into the cave,excuse me mr mcbryde you cannot go on i am speaking to the witness myself and the public will be silent if it continues to talk i have the court cleared miss quested address your remarks to me who am the magistrate in charge of the case and realize their extreme gravity remember you speak on oath miss quested,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,F,major,M,intermediate
Mr. Mcbryde,Adela Quested,1381,1383,now miss quested let us go on i will read you the words of the deposition which you signed two hours later in my bungalow,dr aziz never,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major
Mr. Das,Major Callendar,1382,1384,excuse me mr mcbryde you cannot go on i am speaking to the witness myself and the public will be silent if it continues to talk i have the court cleared miss quested address your remarks to me who am the magistrate in charge of the case and realize their extreme gravity remember you speak on oath miss quested,i stop these proceedings on medical grounds,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,M,intermediate
Adela Quested,Mr. Das,1383,1385,dr aziz never,you withdraw the charge answer me,Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mr. Turton; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,F,major,M,intermediate
