pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
02497,John Thorpe,Catherine Morland,193,137,well miss morland here i am have you been waiting long we could not come before the old devil of a coachmaker was such an eternity finding out a thing fit to be got into and now it is ten thousand to one but they break down before we are out of the street how do you do mrs allen a famous ball last night was not it come miss morland be quick for the others are in a confounded hurry to be off they want to get their tumble over,i think you must like udolpho if you were to read it it is so very interesting,Catherine Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
02498,John Thorpe,Catherine Morland,195,355,going to why you have not forgot our engagement did not we agree together to take a drive this morning what a head you have we are going up claverton down,nobody s that i know of,Catherine Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
02499,John Thorpe,Catherine Morland,197,131,not expect me that s a good one and what a dust you would have made if i had not come,shall you indeed that will be forty miles a day,Catherine Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
02500,John Thorpe,Catherine Morland,202,141,you will not be frightened miss morland if my horse should dance about a little at first setting off he will most likely give a plunge or two and perhaps take the rest for a minute but he will soon know his master he is full of spirits playful as can be but there is no vice in him old allen is as rich as a jew is not he old allen the man you are with,i suppose you mean camilla,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
02501,John Thorpe,Catherine Morland,204,477,and no children at all,i am sure i think it a very good one,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1
02502,John Thorpe,Catherine Morland,206,475,a famous thing for his next heirs he is your godfather is not he,shall not you be late at devizes,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0
02503,John Thorpe,Catherine Morland,208,209,but you are always very much with them,yes very much,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
02504,John Thorpe,Catherine Morland,210,114,aye that is what i meant he seems a good kind of old fellow enough and has lived very well in his time i dare say he is not gouty for nothing does he drink his bottle a day now,he does look very hot to be sure,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
02505,John Thorpe,Catherine Morland,212,127,lord help you you women are always thinking of men s being in liquor why you do not suppose a man is overset by a bottle i am sure of this that if everybody was to drink their bottle a day there would not be half the disorders in the world there are now it would be a famous good thing for us all,thank you,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
02506,John Thorpe,Catherine Morland,214,345,oh lord it would be the saving of thousands there is not the hundredth part of the wine consumed in this kingdom that there ought to be our foggy climate wants help,who where,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
02507,John Thorpe,Catherine Morland,216,347,oxford there is no drinking at oxford now i assure you nobody drinks there you would hardly meet with a man who goes beyond his four pints at the utmost now for instance it was reckoned a remarkable thing at the last party in my rooms that upon an average we cleared about five pints a head it was looked upon as something out of the common way mine is famous good stuff to be sure you would not often meet with anything like it in oxford and that may account for it but this will just give you a notion of the general rate of drinking there,stop stop mr thorpe it is miss tilney it is indeed how could you tell me they were gone stop stop i will get out this moment and go to them pray pray stop mr thorpe i cannot go on i will not go on i must go back to miss tilney how could you deceive me so mr thorpe how could you say that you saw them driving up the lansdown road i would not have had it happen so for the world they must think it so strange so rude of me to go by them too without saying a word you do not know how vexed i am i shall have no pleasure at clifton nor in anything else i had rather ten thousand times rather get out now and walk back to them how could you say you saw them driving out in a phaeton,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02508,John Thorpe,Catherine Morland,218,378,break down oh lord did you ever see such a little tittuppy thing in your life there is not a sound piece of iron about it the wheels have been fairly worn out these ten years at least and as for the body upon my soul you might shake it to pieces yourself with a touch it is the most devilish little rickety business i ever beheld thank god we have got a better i would not be bound to go two miles in it for fifty thousand pounds,do not urge me isabella i am engaged to miss tilney i cannot go,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
02509,John Thorpe,Catherine Morland,259,129,heyday miss morland what is the meaning of this i thought you and i were to dance together,thank you but will not your horse want rest,Catherine Morland; Henry Tilney,M,intermediate,F,major,NorthangerAbbey,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0
02510,John Thorpe,Catherine Morland,261,485,that is a good one by jove i asked you as soon as i came into the room and i was just going to ask you again but when i turned round you were gone this is a cursed shabby trick i only came for the sake of dancing with you and i firmly believe you were engaged to me ever since monday yes i remember i asked you while you were waiting in the lobby for your cloak and here have i been telling all my acquaintance that i was going to dance with the prettiest girl in the room and when they see you standing up with somebody else they will quiz me famously,oh dear there are a great many people like me i dare say only a great deal better good morning to you,Catherine Morland; Henry Tilney,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
02511,John Thorpe,Catherine Morland,312,313,make haste make haste put on your hat this moment there is no time to be lost we are going to bristol how d ye do mrs allen,to bristol is not that a great way off but however i cannot go with you today because i am engaged i expect some friends every moment,Catherine Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
02512,John Thorpe,Catherine Morland,316,215,you croaking fellow we shall be able to do ten times more kingsweston aye and blaize castle too and anything else we can hear of but here is your sister says she will not go,and yet i have heard that there is a great deal of wine drunk in oxford,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
02513,John Thorpe,Catherine Morland,318,194,the finest place in england worth going fifty miles at any time to see,what do you mean where are you all going to,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1
02514,John Thorpe,Catherine Morland,320,487,the oldest in the kingdom,pray do my father and mother will be very glad to see you,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0
02515,John Thorpe,Catherine Morland,322,329,exactly the very same,i do not know indeed,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
02516,John Thorpe,Catherine Morland,324,207,by dozens,my godfather no,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
02517,John Thorpe,Catherine Morland,328,491,not they indeed for as we turned into broad street i saw them does he not drive a phaeton with bright chestnuts,perhaps we may but it is more than i ever thought of and as to most matters to say the truth there are not many that i know my own mind about,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
02518,John Thorpe,Catherine Morland,332,118,well i saw him at that moment turn up the lansdown road driving a smart looking girl,and i am sure i know so little of such things that i cannot judge whether it was cheap or dear,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
02519,John Thorpe,Catherine Morland,334,120,did upon my soul knew him again directly and he seemed to have got some very pretty cattle too,that was very good natured of you,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0
02520,John Thorpe,Catherine Morland,341,196,make yourself easy there is no danger of that for i heard tilney hallooing to a man who was just passing by on horseback that they were going as far as wick rocks,something was said about it i remember but really i did not expect you,Catherine Morland; Isabella Thorpe; James Morland; Mrs. Allen,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
02521,John Thorpe,Catherine Morland,344,374,who is that girl who looked at you so hard as she went by,but how came you to know him,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
02522,John Thorpe,Catherine Morland,346,333,on the right hand pavement she must be almost out of sight now,did you indeed,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
02523,John Thorpe,Catherine Morland,350,190,if your brother had not got such a d beast to drive we might have done it very well my horse would have trotted to clifton within the hour if left to himself and i have almost broke my arm with pulling him in to that cursed broken winded jade s pace morland is a fool for not keeping a horse and gig of his own,oh no i am much obliged to you our two dances are over and besides i am tired and do not mean to dance any more,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
02524,John Thorpe,Catherine Morland,352,481,and why cannot he afford it,may we but i never sing well i wish you a good journey i dine with miss tilney today and must now be going home,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
02525,John Thorpe,Catherine Morland,354,217,and whose fault is that,yes it does give a notion and that is that you all drink a great deal more wine than i thought you did however i am sure james does not drink so much you do not really think mr thorpe that james s gig will break down,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
02526,John Thorpe,Catherine Morland,373,493,he is a fine old fellow upon my soul stout active looks as young as his son i have a great regard for him i assure you a gentleman like good sort of fellow as ever lived,very true i think like you there if there is a good fortune on one side there can be no occasion for any on the other no matter which has it so that there is enough i hate the idea of one great fortune looking out for another and to marry for money i think the wickedest thing in existence good day we shall be very glad to see you at fullerton whenever it is convenient,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
02527,John Thorpe,Catherine Morland,375,393,know him there are few people much about town that i do not know i have met him forever at the bedford and i knew his face again today the moment he came into the billiard room one of the best players we have by the by and we had a little touch together though i was almost afraid of him at first the odds were five to four against me and if i had not made one of the cleanest strokes that perhaps ever was made in this world i took his ball exactly but i could not make you understand it without a table however i did beat him a very fine fellow as rich as a jew i should like to dine with him i dare say he gives famous dinners but what do you think we have been talking of you yes by heavens and the general thinks you the finest girl in bath,you have not,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0
02528,John Thorpe,Catherine Morland,377,135,and what do you think i said well done general said i i am quite of your mind,have you ever read udolpho mr thorpe,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
02529,John Thorpe,Catherine Morland,387,388,thank ye but i did not come to bath to drive my sisters about and look like a fool no if you do not go d me if i do i only go for the sake of driving you,that is a compliment which gives me no pleasure,Catherine Morland; Isabella Thorpe; James Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0
02530,John Thorpe,Catherine Morland,392,321,well i have settled the matter and now we may all go tomorrow with a safe conscience i have been to miss tilney and made your excuses,but is it like what one reads of,Catherine Morland; Isabella Thorpe; James Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1
02531,John Thorpe,Catherine Morland,474,323,well miss morland i am come to bid you good bye,but now really are there towers and long galleries,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
02532,John Thorpe,Catherine Morland,476,211,a famous good thing this marrying scheme upon my soul a clever fancy of morland s and belle s what do you think of it miss morland i say it is no bad notion,his bottle a day no why should you think of such a thing he is a very temperate man and you could not fancy him in liquor last night,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
02533,John Thorpe,Catherine Morland,478,353,do you that s honest by heavens i am glad you are no enemy to matrimony however did you ever hear the old song going to one wedding brings on another i say you will come to belle s wedding i hope,because he has not money enough,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
02534,John Thorpe,Catherine Morland,480,205,and then you know i say then you know we may try the truth of this same old song,no not any,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
02535,John Thorpe,Catherine Morland,482,198,nay but there is no such confounded hurry who knows when we may be together again not but that i shall be down again by the end of a fortnight and a devilish long fortnight it will appear to me,well ma am what do you say to it can you spare me for an hour or two shall i go,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
02536,John Thorpe,Catherine Morland,484,342,that is kind of you however kind and good natured i shall not forget it in a hurry but you have more good nature and all that than anybody living i believe a monstrous deal of good nature and it is not only good nature but you have so much so much of everything and then you have such upon my soul i do not know anybody like you,then i will shall i go mrs allen,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
02537,John Thorpe,Catherine Morland,486,325,but i say miss morland i shall come and pay my respects at fullerton before it is long if not disagreeable,then i should like to see it but i cannot i cannot go,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0
02538,John Thorpe,Catherine Morland,488,262,and i hope i hope miss morland you will not be sorry to see me,oh no they will never think of me after such a description as that,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0
02539,John Thorpe,Catherine Morland,490,116,that is just my way of thinking give me but a little cheerful company let me only have the company of the people i love let me only be where i like and with whom i like and the devil take the rest say i and i am heartily glad to hear you say the same but i have a notion miss morland you and i think pretty much alike upon most matters,i am sure i cannot guess at all,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1
02540,John Thorpe,Catherine Morland,492,376,by jove no more do i it is not my way to bother my brains with what does not concern me my notion of things is simple enough let me only have the girl i like say i with a comfortable house over my head and what care i for all the rest fortune is nothing i am sure of a good income of my own and if she had not a penny why so much the better,oh nonsense how can you say so,Catherine Morland,M,intermediate,F,major,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
02541,Catherine Morland,John Thorpe,108,341,i do not know the distance,make yourself easy there is no danger of that for i heard tilney hallooing to a man who was just passing by on horseback that they were going as far as wick rocks,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
02542,Catherine Morland,John Thorpe,114,261,he does look very hot to be sure,that is a good one by jove i asked you as soon as i came into the room and i was just going to ask you again but when i turned round you were gone this is a cursed shabby trick i only came for the sake of dancing with you and i firmly believe you were engaged to me ever since monday yes i remember i asked you while you were waiting in the lobby for your cloak and here have i been telling all my acquaintance that i was going to dance with the prettiest girl in the room and when they see you standing up with somebody else they will quiz me famously,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1
02543,Catherine Morland,John Thorpe,116,484,i am sure i cannot guess at all,that is kind of you however kind and good natured i shall not forget it in a hurry but you have more good nature and all that than anybody living i believe a monstrous deal of good nature and it is not only good nature but you have so much so much of everything and then you have such upon my soul i do not know anybody like you,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
02544,Catherine Morland,John Thorpe,118,216,and i am sure i know so little of such things that i cannot judge whether it was cheap or dear,oxford there is no drinking at oxford now i assure you nobody drinks there you would hardly meet with a man who goes beyond his four pints at the utmost now for instance it was reckoned a remarkable thing at the last party in my rooms that upon an average we cleared about five pints a head it was looked upon as something out of the common way mine is famous good stuff to be sure you would not often meet with anything like it in oxford and that may account for it but this will just give you a notion of the general rate of drinking there,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02545,Catherine Morland,John Thorpe,120,144,that was very good natured of you,you had no loss i assure you it is the horridest nonsense you can imagine there is nothing in the world in it but an old man s playing at see saw and learning latin upon my soul there is not,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
02546,Catherine Morland,John Thorpe,125,394,yes very i have hardly ever an opportunity of being in one but i am particularly fond of it,i have upon my soul left her this moment told her you had sent me to say that having just recollected a prior engagement of going to clifton with us tomorrow you could not have the pleasure of walking with her till tuesday she said very well tuesday was just as convenient to her so there is an end of all our difficulties a pretty good thought of mine hey,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
02547,Catherine Morland,John Thorpe,127,476,thank you,a famous good thing this marrying scheme upon my soul a clever fancy of morland s and belle s what do you think of it miss morland i say it is no bad notion,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
02548,Catherine Morland,John Thorpe,129,140,thank you but will not your horse want rest,no sure was it aye i remember so it was i was thinking of that other stupid book written by that woman they make such a fuss about she who married the french emigrant,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0
02549,Catherine Morland,John Thorpe,131,346,shall you indeed that will be forty miles a day,on the right hand pavement she must be almost out of sight now,Isabella Thorpe; James Morland; John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0
02550,Catherine Morland,John Thorpe,135,482,have you ever read udolpho mr thorpe,nay but there is no such confounded hurry who knows when we may be together again not but that i shall be down again by the end of a fortnight and a devilish long fortnight it will appear to me,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1
02551,Catherine Morland,John Thorpe,137,109,i think you must like udolpho if you were to read it it is so very interesting,three and twenty,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1
02552,Catherine Morland,John Thorpe,139,126,udolpho was written by mrs radcliffe,i am glad of it i will drive you out in mine every day,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1
02553,Catherine Morland,John Thorpe,141,138,i suppose you mean camilla,not i faith no if i read any it shall be mrs radcliffe s her novels are amusing enough they are worth reading some fun and nature in them,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
02554,Catherine Morland,John Thorpe,143,212,i have never read it,lord help you you women are always thinking of men s being in liquor why you do not suppose a man is overset by a bottle i am sure of this that if everybody was to drink their bottle a day there would not be half the disorders in the world there are now it would be a famous good thing for us all,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
02555,Catherine Morland,John Thorpe,190,132,oh no i am much obliged to you our two dances are over and besides i am tired and do not mean to dance any more,forty aye fifty for what i care well i will drive you up lansdown tomorrow mind i am engaged,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1
02556,Catherine Morland,John Thorpe,194,142,what do you mean where are you all going to,yes that s the book such unnatural stuff an old man playing at see saw i took up the first volume once and looked it over but i soon found it would not do indeed i guessed what sort of stuff it must be before i saw it as soon as i heard she had married an emigrant i was sure i should never be able to get through it,John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
02557,Catherine Morland,John Thorpe,196,206,something was said about it i remember but really i did not expect you,a famous thing for his next heirs he is your godfather is not he,John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
02558,Catherine Morland,John Thorpe,203,488,oh mr allen you mean yes i believe he is very rich,and i hope i hope miss morland you will not be sorry to see me,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0
02559,Catherine Morland,John Thorpe,205,115,no not any,hot he had not turned a hair till we came to walcot church but look at his forehand look at his loins only see how he moves that horse cannot go less than ten miles an hour tie his legs and he will get on what do you think of my gig miss morland a neat one is not it well hung town built i have not had it a month it was built for a christchurch man a friend of mine a very good sort of fellow he ran it a few weeks till i believe it was convenient to have done with it i happened just then to be looking out for some light thing of the kind though i had pretty well determined on a curricle too but i chanced to meet him on magdalen bridge as he was driving into oxford last term ah thorpe said he do you happen to want such a little thing as this it is a capital one of the kind but i am cursed tired of it oh d said i i am your man what do you ask and how much do you think he did miss morland,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
02560,Catherine Morland,John Thorpe,207,128,my godfather no,i will drive you up lansdown hill tomorrow,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
02561,Catherine Morland,John Thorpe,209,263,yes very much,by heavens if they do not i will kick them out of the room for blockheads what chap have you there tilney hum i do not know him a good figure of a man well put together does he want a horse here is a friend of mine sam fletcher has got one to sell that would suit anybody a famous clever animal for the road only forty guineas i had fifty minds to buy it myself for it is one of my maxims always to buy a good horse when i meet with one but it would not answer my purpose it would not do for the field i would give any money for a real good hunter i have three now the best that ever were backed i would not take eight hundred guineas for them fletcher and i mean to get a house in leicestershire against the next season it is so d uncomfortable living at an inn,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
02562,Catherine Morland,John Thorpe,211,336,his bottle a day no why should you think of such a thing he is a very temperate man and you could not fancy him in liquor last night,and well they might for i never saw so much dirt in my life walk you could no more walk than you could fly it has not been so dirty the whole winter it is ankle deep everywhere,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
02563,Catherine Morland,John Thorpe,213,377,i cannot believe it,and what do you think i said well done general said i i am quite of your mind,John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0
02564,Catherine Morland,John Thorpe,215,320,and yet i have heard that there is a great deal of wine drunk in oxford,the oldest in the kingdom,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
02565,Catherine Morland,John Thorpe,217,486,yes it does give a notion and that is that you all drink a great deal more wine than i thought you did however i am sure james does not drink so much you do not really think mr thorpe that james s gig will break down,but i say miss morland i shall come and pay my respects at fullerton before it is long if not disagreeable,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
02566,Catherine Morland,John Thorpe,219,218,good heavens then pray let us turn back they will certainly meet with an accident if we go on do let us turn back mr thorpe stop and speak to my brother and tell him how very unsafe it is,break down oh lord did you ever see such a little tittuppy thing in your life there is not a sound piece of iron about it the wheels have been fairly worn out these ten years at least and as for the body upon my soul you might shake it to pieces yourself with a touch it is the most devilish little rickety business i ever beheld thank god we have got a better i would not be bound to go two miles in it for fifty thousand pounds,John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
02567,Catherine Morland,John Thorpe,260,195,i wonder you should think so for you never asked me,going to why you have not forgot our engagement did not we agree together to take a drive this morning what a head you have we are going up claverton down,Henry Tilney; John Thorpe,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0
02568,Catherine Morland,John Thorpe,262,322,oh no they will never think of me after such a description as that,exactly the very same,Henry Tilney; John Thorpe,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
02569,Catherine Morland,John Thorpe,317,324,blaize castle what is that,by dozens,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
02570,Catherine Morland,John Thorpe,319,130,what is it really a castle an old castle,rest he has only come three and twenty miles today all nonsense nothing ruins horses so much as rest nothing knocks them up so soon no no i shall exercise mine at the average of four hours every day while i am here,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1
02571,Catherine Morland,John Thorpe,321,210,but is it like what one reads of,aye that is what i meant he seems a good kind of old fellow enough and has lived very well in his time i dare say he is not gouty for nothing does he drink his bottle a day now,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
02572,Catherine Morland,John Thorpe,323,490,but now really are there towers and long galleries,that is just my way of thinking give me but a little cheerful company let me only have the company of the people i love let me only be where i like and with whom i like and the devil take the rest say i and i am heartily glad to hear you say the same but i have a notion miss morland you and i think pretty much alike upon most matters,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1
02573,Catherine Morland,John Thorpe,327,119,i cannot go because i expect miss tilney and her brother to call on me to take a country walk they promised to come at twelve only it rained but now as it is so fine i dare say they will be here soon,neither one nor t other i might have got it for less i dare say but i hate haggling and poor freeman wanted cash,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
02574,Catherine Morland,John Thorpe,329,121,i do not know indeed,oh d it when one has the means of doing a kind thing by a friend i hate to be pitiful,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1
02575,Catherine Morland,John Thorpe,333,197,did you indeed,not expect me that s a good one and what a dust you would have made if i had not come,Isabella Thorpe; James Morland; John Thorpe; Mrs. Allen,F,major,M,intermediate,NorthangerAbbey,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1
