A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Edmund,Fanny Price,590,591,i believe you are right fanny i believe our evenings are rather returned to what they were than assuming a new character the novelty was in their being lively yet how strong the impression that only a few weeks will give i have been feeling as if we had never lived so before,i suppose i am graver than other people the evenings do not appear long to me i love to hear my uncle talk of the west indies i could listen to him for an hour together it entertains me more than many other things have done but then i am unlike other people i dare say,Fanny Price,M,major,F,major
Fanny Price,Edmund,591,592,i suppose i am graver than other people the evenings do not appear long to me i love to hear my uncle talk of the west indies i could listen to him for an hour together it entertains me more than many other things have done but then i am unlike other people i dare say,why should you dare say that do you want to be told that you are only unlike other people in being more wise and discreet but when did you or anybody ever get a compliment from me fanny go to my father if you want to be complimented he will satisfy you ask your uncle what he thinks and you will hear compliments enough and though they may be chiefly on your person you must put up with it and trust to his seeing as much beauty of mind in time your uncle thinks you very pretty dear fanny and that is the long and the short of the matter anybody but myself would have made something more of it and anybody but you would resent that you had not been thought very pretty before but the truth is that your uncle never did admire you till now and now he does your complexion is so improved and you have gained so much countenance and your figure nay fanny do not turn away about it it is but an uncle if you cannot bear an uncle s admiration what is to become of you you must really begin to harden yourself to the idea of being worth looking at you must try not to mind growing up into a pretty woman,Edmund,F,major,M,major
Edmund,Fanny Price,592,593,why should you dare say that do you want to be told that you are only unlike other people in being more wise and discreet but when did you or anybody ever get a compliment from me fanny go to my father if you want to be complimented he will satisfy you ask your uncle what he thinks and you will hear compliments enough and though they may be chiefly on your person you must put up with it and trust to his seeing as much beauty of mind in time your uncle thinks you very pretty dear fanny and that is the long and the short of the matter anybody but myself would have made something more of it and anybody but you would resent that you had not been thought very pretty before but the truth is that your uncle never did admire you till now and now he does your complexion is so improved and you have gained so much countenance and your figure nay fanny do not turn away about it it is but an uncle if you cannot bear an uncle s admiration what is to become of you you must really begin to harden yourself to the idea of being worth looking at you must try not to mind growing up into a pretty woman,oh don t talk so don t talk so,Fanny Price,M,major,F,major
Fanny Price,Edmund,593,594,oh don t talk so don t talk so,your uncle is disposed to be pleased with you in every respect and i only wish you would talk to him more you are one of those who are too silent in the evening circle,Edmund,F,major,M,major
Edmund,Fanny Price,594,595,your uncle is disposed to be pleased with you in every respect and i only wish you would talk to him more you are one of those who are too silent in the evening circle,but i do talk to him more than i used i am sure i do did not you hear me ask him about the slave trade last night,Fanny Price,M,major,F,major
Fanny Price,Edmund,595,596,but i do talk to him more than i used i am sure i do did not you hear me ask him about the slave trade last night,i did and was in hopes the question would be followed up by others it would have pleased your uncle to be inquired of farther,Edmund,F,major,M,major
Edmund,Fanny Price,596,597,i did and was in hopes the question would be followed up by others it would have pleased your uncle to be inquired of farther,and i longed to do it but there was such a dead silence and while my cousins were sitting by without speaking a word or seeming at all interested in the subject i did not like i thought it would appear as if i wanted to set myself off at their expense by shewing a curiosity and pleasure in his information which he must wish his own daughters to feel,Fanny Price,M,major,F,major
Fanny Price,Edmund,597,598,and i longed to do it but there was such a dead silence and while my cousins were sitting by without speaking a word or seeming at all interested in the subject i did not like i thought it would appear as if i wanted to set myself off at their expense by shewing a curiosity and pleasure in his information which he must wish his own daughters to feel,miss crawford was very right in what she said of you the other day that you seemed almost as fearful of notice and praise as other women were of neglect we were talking of you at the parsonage and those were her words she has great discernment i know nobody who distinguishes characters better for so young a woman it is remarkable she certainly understands you better than you are understood by the greater part of those who have known you so long and with regard to some others i can perceive from occasional lively hints the unguarded expressions of the moment that she could define many as accurately did not delicacy forbid it i wonder what she thinks of my father she must admire him as a fine looking man with most gentlemanlike dignified consistent manners but perhaps having seen him so seldom his reserve may be a little repulsive could they be much together i feel sure of their liking each other he would enjoy her liveliness and she has talents to value his powers i wish they met more frequently i hope she does not suppose there is any dislike on his side,Edmund,F,major,M,major
Edmund,Fanny Price,598,599,miss crawford was very right in what she said of you the other day that you seemed almost as fearful of notice and praise as other women were of neglect we were talking of you at the parsonage and those were her words she has great discernment i know nobody who distinguishes characters better for so young a woman it is remarkable she certainly understands you better than you are understood by the greater part of those who have known you so long and with regard to some others i can perceive from occasional lively hints the unguarded expressions of the moment that she could define many as accurately did not delicacy forbid it i wonder what she thinks of my father she must admire him as a fine looking man with most gentlemanlike dignified consistent manners but perhaps having seen him so seldom his reserve may be a little repulsive could they be much together i feel sure of their liking each other he would enjoy her liveliness and she has talents to value his powers i wish they met more frequently i hope she does not suppose there is any dislike on his side,she must know herself too secure of the regard of all the rest of you to have any such apprehension and sir thomas s wishing just at first to be only with his family is so very natural that she can argue nothing from that after a little while i dare say we shall be meeting again in the same sort of way allowing for the difference of the time of year,Fanny Price,M,major,F,major
Fanny Price,Edmund,599,600,she must know herself too secure of the regard of all the rest of you to have any such apprehension and sir thomas s wishing just at first to be only with his family is so very natural that she can argue nothing from that after a little while i dare say we shall be meeting again in the same sort of way allowing for the difference of the time of year,this is the first october that she has passed in the country since her infancy i do not call tunbridge or cheltenham the country and november is a still more serious month and i can see that mrs grant is very anxious for her not finding mansfield dull as winter comes on,Edmund,F,major,M,major
Edmund,Fanny Price,600,601,this is the first october that she has passed in the country since her infancy i do not call tunbridge or cheltenham the country and november is a still more serious month and i can see that mrs grant is very anxious for her not finding mansfield dull as winter comes on,to morrow i think my uncle dines at sotherton and you and mr bertram too we shall be quite a small party at home i hope my uncle may continue to like mr rushworth,Fanny Price,M,major,F,major
Fanny Price,Edmund,601,602,to morrow i think my uncle dines at sotherton and you and mr bertram too we shall be quite a small party at home i hope my uncle may continue to like mr rushworth,that is impossible fanny he must like him less after to morrow s visit for we shall be five hours in his company i should dread the stupidity of the day if there were not a much greater evil to follow the impression it must leave on sir thomas he cannot much longer deceive himself i am sorry for them all and would give something that rushworth and maria had never met,Edmund,F,major,M,major
Mary Crawford,Fanny Price,603,604,shall i play to you now what will you have another quarter of an hour and we shall see how it will be do not run away the first moment of its holding up those clouds look alarming,but they are passed over i have been watching them this weather is all from the south,Fanny Price,F,major,F,major
Fanny Price,Mary Crawford,604,605,but they are passed over i have been watching them this weather is all from the south,south or north i know a black cloud when i see it and you must not set forward while it is so threatening and besides i want to play something more to you a very pretty piece and your cousin edmund s prime favourite you must stay and hear your cousin s favourite,Mary Crawford,F,major,F,major
Mary Crawford,Fanny Price,605,606,south or north i know a black cloud when i see it and you must not set forward while it is so threatening and besides i want to play something more to you a very pretty piece and your cousin edmund s prime favourite you must stay and hear your cousin s favourite,this is pretty very pretty every time i come into this shrubbery i am more struck with its growth and beauty three years ago this was nothing but a rough hedgerow along the upper side of the field never thought of as anything or capable of becoming anything and now it is converted into a walk and it would be difficult to say whether most valuable as a convenience or an ornament and perhaps in another three years we may be forgetting almost forgetting what it was before how wonderful how very wonderful the operations of time and the changes of the human mind if any one faculty of our nature may be called more wonderful than the rest i do think it is memory there seems something more speakingly incomprehensible in the powers the failures the inequalities of memory than in any other of our intelligences the memory is sometimes so retentive so serviceable so obedient at others so bewildered and so weak and at others again so tyrannic so beyond control we are to be sure a miracle every way but our powers of recollecting and of forgetting do seem peculiarly past finding out it may seem impertinent in me to praise but i must admire the taste mrs grant has shewn in all this there is such a quiet simplicity in the plan of the walk not too much attempted,Fanny Price,F,major,F,major
Fanny Price,Mary Crawford,606,607,this is pretty very pretty every time i come into this shrubbery i am more struck with its growth and beauty three years ago this was nothing but a rough hedgerow along the upper side of the field never thought of as anything or capable of becoming anything and now it is converted into a walk and it would be difficult to say whether most valuable as a convenience or an ornament and perhaps in another three years we may be forgetting almost forgetting what it was before how wonderful how very wonderful the operations of time and the changes of the human mind if any one faculty of our nature may be called more wonderful than the rest i do think it is memory there seems something more speakingly incomprehensible in the powers the failures the inequalities of memory than in any other of our intelligences the memory is sometimes so retentive so serviceable so obedient at others so bewildered and so weak and at others again so tyrannic so beyond control we are to be sure a miracle every way but our powers of recollecting and of forgetting do seem peculiarly past finding out it may seem impertinent in me to praise but i must admire the taste mrs grant has shewn in all this there is such a quiet simplicity in the plan of the walk not too much attempted,yes it does very well for a place of this sort one does not think of extent here and between ourselves till i came to mansfield i had not imagined a country parson ever aspired to a shrubbery or anything of the kind,Mary Crawford,F,major,F,major
Mary Crawford,Fanny Price,607,608,yes it does very well for a place of this sort one does not think of extent here and between ourselves till i came to mansfield i had not imagined a country parson ever aspired to a shrubbery or anything of the kind,i am so glad to see the evergreens thrive my uncle s gardener always says the soil here is better than his own and so it appears from the growth of the laurels and evergreens in general the evergreen how beautiful how welcome how wonderful the evergreen when one thinks of it how astonishing a variety of nature in some countries we know the tree that sheds its leaf is the variety but that does not make it less amazing that the same soil and the same sun should nurture plants differing in the first rule and law of their existence you will think me rhapsodising but when i am out of doors especially when i am sitting out of doors i am very apt to get into this sort of wondering strain one cannot fix one s eyes on the commonest natural production without finding food for a rambling fancy,Fanny Price,F,major,F,major
Fanny Price,Mary Crawford,608,609,i am so glad to see the evergreens thrive my uncle s gardener always says the soil here is better than his own and so it appears from the growth of the laurels and evergreens in general the evergreen how beautiful how welcome how wonderful the evergreen when one thinks of it how astonishing a variety of nature in some countries we know the tree that sheds its leaf is the variety but that does not make it less amazing that the same soil and the same sun should nurture plants differing in the first rule and law of their existence you will think me rhapsodising but when i am out of doors especially when i am sitting out of doors i am very apt to get into this sort of wondering strain one cannot fix one s eyes on the commonest natural production without finding food for a rambling fancy,to say the truth i am something like the famous doge at the court of lewis xiv and may declare that i see no wonder in this shrubbery equal to seeing myself in it if anybody had told me a year ago that this place would be my home that i should be spending month after month here as i have done i certainly should not have believed them i have now been here nearly five months and moreover the quietest five months i ever passed,Mary Crawford,F,major,F,major
Mary Crawford,Fanny Price,609,610,to say the truth i am something like the famous doge at the court of lewis xiv and may declare that i see no wonder in this shrubbery equal to seeing myself in it if anybody had told me a year ago that this place would be my home that i should be spending month after month here as i have done i certainly should not have believed them i have now been here nearly five months and moreover the quietest five months i ever passed,too quiet for you i believe,Fanny Price,F,major,F,major
Fanny Price,Mary Crawford,610,611,too quiet for you i believe,i should have thought so theoretically myself but take it all and all i never spent so happy a summer but then there is no saying what it may lead to i am conscious of being far better reconciled to a country residence than i had ever expected to be i can even suppose it pleasant to spend half the year in the country under certain circumstances very pleasant an elegant moderate sized house in the centre of family connexions continual engagements among them commanding the first society in the neighbourhood looked up to perhaps as leading it even more than those of larger fortune and turning from the cheerful round of such amusements to nothing worse than a t te t te with the person one feels most agreeable in the world there is nothing frightful in such a picture is there miss price one need not envy the new mrs rushworth with such a home as that,Mary Crawford,F,major,F,major
Mary Crawford,Fanny Price,611,612,i should have thought so theoretically myself but take it all and all i never spent so happy a summer but then there is no saying what it may lead to i am conscious of being far better reconciled to a country residence than i had ever expected to be i can even suppose it pleasant to spend half the year in the country under certain circumstances very pleasant an elegant moderate sized house in the centre of family connexions continual engagements among them commanding the first society in the neighbourhood looked up to perhaps as leading it even more than those of larger fortune and turning from the cheerful round of such amusements to nothing worse than a t te t te with the person one feels most agreeable in the world there is nothing frightful in such a picture is there miss price one need not envy the new mrs rushworth with such a home as that,envy mrs rushworth come come it would be very un handsome in us to be severe on mrs rushworth for i look forward to our owing her a great many gay brilliant happy hours i expect we shall be all very much at sotherton another year such a match as miss bertram has made is a public blessing for the first pleasures of mr rushworth s wife must be to fill her house and give the best balls in the country,Fanny Price,F,major,F,major
Fanny Price,Mary Crawford,612,613,envy mrs rushworth come come it would be very un handsome in us to be severe on mrs rushworth for i look forward to our owing her a great many gay brilliant happy hours i expect we shall be all very much at sotherton another year such a match as miss bertram has made is a public blessing for the first pleasures of mr rushworth s wife must be to fill her house and give the best balls in the country,ah here he is my sister and mr bertram i am so glad your eldest cousin is gone that he may be mr bertram again there is something in the sound of mr edmund bertram so formal so pitiful so younger brother like that i detest it,Mary Crawford,F,major,F,major
Mary Crawford,Fanny Price,613,614,ah here he is my sister and mr bertram i am so glad your eldest cousin is gone that he may be mr bertram again there is something in the sound of mr edmund bertram so formal so pitiful so younger brother like that i detest it,how differently we feel to me the sound of mr bertram is so cold and nothing meaning so entirely without warmth or character it just stands for a gentleman and that s all but there is nobleness in the name of edmund it is a name of heroism and renown of kings princes and knights and seems to breathe the spirit of chivalry and warm affections,Fanny Price,F,major,F,major
Fanny Price,Mary Crawford,614,615,how differently we feel to me the sound of mr bertram is so cold and nothing meaning so entirely without warmth or character it just stands for a gentleman and that s all but there is nobleness in the name of edmund it is a name of heroism and renown of kings princes and knights and seems to breathe the spirit of chivalry and warm affections,i grant you the name is good in itself and lord edmund or sir edmund sound delightfully but sink it under the chill the annihilation of a mr and mr edmund is no more than mr john or mr thomas well shall we join and disappoint them of half their lecture upon sitting down out of doors at this time of year by being up before they can begin,Mary Crawford,F,major,F,major
Mary Crawford,Edmund,616,617,well and do you not scold us for our imprudence what do you think we have been sitting down for but to be talked to about it and entreated and supplicated never to do so again,perhaps i might have scolded if either of you had been sitting down alone but while you do wrong together i can overlook a great deal,Edmund; Fanny Price; Mrs. Grant,F,major,M,major
Edmund,Mrs. Grant,617,618,perhaps i might have scolded if either of you had been sitting down alone but while you do wrong together i can overlook a great deal,they cannot have been sitting long for when i went up for my shawl i saw them from the staircase window and then they were walking,Fanny Price; Mary Crawford; Mrs. Grant,M,major,F,intermediate
Mrs. Grant,Edmund,618,619,they cannot have been sitting long for when i went up for my shawl i saw them from the staircase window and then they were walking,and really the day is so mild that your sitting down for a few minutes can be hardly thought imprudent our weather must not always be judged by the calendar we may sometimes take greater liberties in november than in may,Edmund; Fanny Price; Mary Crawford,F,intermediate,M,major
Edmund,Mary Crawford,619,620,and really the day is so mild that your sitting down for a few minutes can be hardly thought imprudent our weather must not always be judged by the calendar we may sometimes take greater liberties in november than in may,upon my word you are two of the most disappointing and unfeeling kind friends i ever met with there is no giving you a moment s uneasiness you do not know how much we have been suffering nor what chills we have felt but i have long thought mr bertram one of the worst subjects to work on in any little manoeuvre against common sense that a woman could be plagued with i had very little hope of him from the first but you mrs grant my sister my own sister i think i had a right to alarm you a little,Fanny Price; Mary Crawford; Mrs. Grant,M,major,F,major
Mary Crawford,Mrs. Grant,620,621,upon my word you are two of the most disappointing and unfeeling kind friends i ever met with there is no giving you a moment s uneasiness you do not know how much we have been suffering nor what chills we have felt but i have long thought mr bertram one of the worst subjects to work on in any little manoeuvre against common sense that a woman could be plagued with i had very little hope of him from the first but you mrs grant my sister my own sister i think i had a right to alarm you a little,do not flatter yourself my dearest mary you have not the smallest chance of moving me i have my alarms but they are quite in a different quarter and if i could have altered the weather you would have had a good sharp east wind blowing on you the whole time for here are some of my plants which robert will leave out because the nights are so mild and i know the end of it will be that we shall have a sudden change of weather a hard frost setting in all at once taking everybody at least robert by surprise and i shall lose every one and what is worse cook has just been telling me that the turkey which i particularly wished not to be dressed till sunday because i know how much more dr grant would enjoy it on sunday after the fatigues of the day will not keep beyond to morrow these are something like grievances and make me think the weather most unseasonably close,Edmund; Fanny Price; Mrs. Grant,F,major,F,intermediate
Mrs. Grant,Mary Crawford,621,622,do not flatter yourself my dearest mary you have not the smallest chance of moving me i have my alarms but they are quite in a different quarter and if i could have altered the weather you would have had a good sharp east wind blowing on you the whole time for here are some of my plants which robert will leave out because the nights are so mild and i know the end of it will be that we shall have a sudden change of weather a hard frost setting in all at once taking everybody at least robert by surprise and i shall lose every one and what is worse cook has just been telling me that the turkey which i particularly wished not to be dressed till sunday because i know how much more dr grant would enjoy it on sunday after the fatigues of the day will not keep beyond to morrow these are something like grievances and make me think the weather most unseasonably close,the sweets of housekeeping in a country village commend me to the nurseryman and the poulterer,Edmund; Fanny Price; Mary Crawford,F,intermediate,F,major
Mary Crawford,Mrs. Grant,622,623,the sweets of housekeeping in a country village commend me to the nurseryman and the poulterer,my dear child commend dr grant to the deanery of westminster or st paul s and i should be as glad of your nurseryman and poulterer as you could be but we have no such people in mansfield what would you have me do,Edmund; Fanny Price; Mrs. Grant,F,major,F,intermediate
Mrs. Grant,Mary Crawford,623,624,my dear child commend dr grant to the deanery of westminster or st paul s and i should be as glad of your nurseryman and poulterer as you could be but we have no such people in mansfield what would you have me do,oh you can do nothing but what you do already be plagued very often and never lose your temper,Edmund; Fanny Price; Mary Crawford,F,intermediate,F,major
Mary Crawford,Mrs. Grant,624,625,oh you can do nothing but what you do already be plagued very often and never lose your temper,thank you but there is no escaping these little vexations mary live where we may and when you are settled in town and i come to see you i dare say i shall find you with yours in spite of the nurseryman and the poulterer perhaps on their very account their remoteness and unpunctuality or their exorbitant charges and frauds will be drawing forth bitter lamentations,Edmund; Fanny Price; Mrs. Grant,F,major,F,intermediate
Mrs. Grant,Mary Crawford,625,626,thank you but there is no escaping these little vexations mary live where we may and when you are settled in town and i come to see you i dare say i shall find you with yours in spite of the nurseryman and the poulterer perhaps on their very account their remoteness and unpunctuality or their exorbitant charges and frauds will be drawing forth bitter lamentations,i mean to be too rich to lament or to feel anything of the sort a large income is the best recipe for happiness i ever heard of it certainly may secure all the myrtle and turkey part of it,Edmund; Fanny Price; Mary Crawford,F,intermediate,F,major
Mary Crawford,Edmund,626,627,i mean to be too rich to lament or to feel anything of the sort a large income is the best recipe for happiness i ever heard of it certainly may secure all the myrtle and turkey part of it,you intend to be very rich,Edmund; Fanny Price; Mrs. Grant,F,major,M,major
Edmund,Mary Crawford,627,628,you intend to be very rich,to be sure do not you do not we all,Fanny Price; Mary Crawford; Mrs. Grant,M,major,F,major
Mary Crawford,Edmund,628,629,to be sure do not you do not we all,i cannot intend anything which it must be so completely beyond my power to command miss crawford may chuse her degree of wealth she has only to fix on her number of thousands a year and there can be no doubt of their coming my intentions are only not to be poor,Edmund; Fanny Price; Mrs. Grant,F,major,M,major
Edmund,Mary Crawford,629,630,i cannot intend anything which it must be so completely beyond my power to command miss crawford may chuse her degree of wealth she has only to fix on her number of thousands a year and there can be no doubt of their coming my intentions are only not to be poor,by moderation and economy and bringing down your wants to your income and all that i understand you and a very proper plan it is for a person at your time of life with such limited means and indifferent connexions what can you want but a decent maintenance you have not much time before you and your relations are in no situation to do anything for you or to mortify you by the contrast of their own wealth and consequence be honest and poor by all means but i shall not envy you i do not much think i shall even respect you i have a much greater respect for those that are honest and rich,Fanny Price; Mary Crawford; Mrs. Grant,M,major,F,major
Mary Crawford,Edmund,630,631,by moderation and economy and bringing down your wants to your income and all that i understand you and a very proper plan it is for a person at your time of life with such limited means and indifferent connexions what can you want but a decent maintenance you have not much time before you and your relations are in no situation to do anything for you or to mortify you by the contrast of their own wealth and consequence be honest and poor by all means but i shall not envy you i do not much think i shall even respect you i have a much greater respect for those that are honest and rich,your degree of respect for honesty rich or poor is precisely what i have no manner of concern with i do not mean to be poor poverty is exactly what i have determined against honesty in the something between in the middle state of worldly circumstances is all that i am anxious for your not looking down on,Edmund; Fanny Price; Mrs. Grant,F,major,M,major
Edmund,Mary Crawford,631,632,your degree of respect for honesty rich or poor is precisely what i have no manner of concern with i do not mean to be poor poverty is exactly what i have determined against honesty in the something between in the middle state of worldly circumstances is all that i am anxious for your not looking down on,but i do look down upon it if it might have been higher i must look down upon anything contented with obscurity when it might rise to distinction,Fanny Price; Mary Crawford; Mrs. Grant,M,major,F,major
Mary Crawford,Edmund,632,633,but i do look down upon it if it might have been higher i must look down upon anything contented with obscurity when it might rise to distinction,but how may it rise how may my honesty at least rise to any distinction,Edmund; Fanny Price; Mrs. Grant,F,major,M,major
Edmund,Mary Crawford,633,634,but how may it rise how may my honesty at least rise to any distinction,you ought to be in parliament or you should have gone into the army ten years ago,Fanny Price; Mary Crawford; Mrs. Grant,M,major,F,major
Mary Crawford,Edmund,634,635,you ought to be in parliament or you should have gone into the army ten years ago,that is not much to the purpose now and as to my being in parliament i believe i must wait till there is an especial assembly for the representation of younger sons who have little to live on no miss crawford there are distinctions which i should be miserable if i thought myself without any chance absolutely without chance or possibility of obtaining but they are of a different character,Edmund; Fanny Price; Mrs. Grant,F,major,M,major
Edmund,Mrs. Grant,635,636,that is not much to the purpose now and as to my being in parliament i believe i must wait till there is an especial assembly for the representation of younger sons who have little to live on no miss crawford there are distinctions which i should be miserable if i thought myself without any chance absolutely without chance or possibility of obtaining but they are of a different character,and you know what your dinner will be the turkey and i assure you a very fine one for my dear cook insists upon the turkey s being dressed to morrow,Fanny Price; Mary Crawford; Mrs. Grant,M,major,F,intermediate
Mrs. Grant,Dr. Grant,636,637,and you know what your dinner will be the turkey and i assure you a very fine one for my dear cook insists upon the turkey s being dressed to morrow,very well very well all the better i am glad to hear you have anything so good in the house but miss price and mr edmund bertram i dare say would take their chance we none of us want to hear the bill of fare a friendly meeting and not a fine dinner is all we have in view a turkey or a goose or a leg of mutton or whatever you and your cook chuse to give us,Dr. Grant; Edmund; Fanny Price,F,intermediate,M,minor
Lady Bertram,Edmund,638,639,but why should mrs grant ask fanny how came she to think of asking fanny fanny never dines there you know in this sort of way i cannot spare her and i am sure she does not want to go fanny you do not want to go do you,if you put such a question to her fanny will immediately say no but i am sure my dear mother she would like to go and i can see no reason why she should not,Edmund; Fanny Price,F,intermediate,M,major
Edmund,Lady Bertram,639,640,if you put such a question to her fanny will immediately say no but i am sure my dear mother she would like to go and i can see no reason why she should not,i cannot imagine why mrs grant should think of asking her she never did before she used to ask your sisters now and then but she never asked fanny,Fanny Price; Lady Bertram,M,major,F,intermediate
Lady Bertram,Fanny Price,640,641,i cannot imagine why mrs grant should think of asking her she never did before she used to ask your sisters now and then but she never asked fanny,if you cannot do without me ma am,Edmund; Fanny Price,F,intermediate,F,major
Fanny Price,Edmund,641,642,if you cannot do without me ma am,but my mother will have my father with her all the evening,Edmund; Lady Bertram,F,major,M,major
Edmund,Lady Bertram,642,643,but my mother will have my father with her all the evening,to be sure so i shall,Fanny Price; Lady Bertram,M,major,F,intermediate
Lady Bertram,Edmund,643,644,to be sure so i shall,suppose you take my father s opinion ma am,Edmund; Fanny Price,F,intermediate,M,major
Edmund,Lady Bertram,644,645,suppose you take my father s opinion ma am,that s well thought of so i will edmund i will ask sir thomas as soon as he comes in whether i can do without her,Fanny Price; Lady Bertram,M,major,F,intermediate
Lady Bertram,Edmund,645,646,that s well thought of so i will edmund i will ask sir thomas as soon as he comes in whether i can do without her,as you please ma am on that head but i meant my father s opinion as to the propriety of the invitation s being accepted or not and i think he will consider it a right thing by mrs grant as well as by fanny that being the first invitation it should be accepted,Edmund; Fanny Price,F,intermediate,M,major
Edmund,Lady Bertram,646,647,as you please ma am on that head but i meant my father s opinion as to the propriety of the invitation s being accepted or not and i think he will consider it a right thing by mrs grant as well as by fanny that being the first invitation it should be accepted,i do not know we will ask him but he will be very much surprised that mrs grant should ask fanny at all,Fanny Price; Lady Bertram,M,major,F,intermediate
Lady Bertram,Sir Thomas,651,652,edmund wants her to go but how can i spare her,she will be late but what is your difficulty,Edmund; Sir Thomas,F,intermediate,M,intermediate
Sir Thomas,Lady Bertram,652,653,she will be late but what is your difficulty,so strange for mrs grant never used to ask her,Edmund; Lady Bertram,M,intermediate,F,intermediate
Lady Bertram,Edmund,653,654,so strange for mrs grant never used to ask her,but is it not very natural that mrs grant should wish to procure so agreeable a visitor for her sister,Edmund; Sir Thomas,F,intermediate,M,major
Edmund,Sir Thomas,654,655,but is it not very natural that mrs grant should wish to procure so agreeable a visitor for her sister,nothing can be more natural nor were there no sister in the case could anything in my opinion be more natural mrs grant s shewing civility to miss price to lady bertram s niece could never want explanation the only surprise i can feel is that this should be the first time of its being paid fanny was perfectly right in giving only a conditional answer she appears to feel as she ought but as i conclude that she must wish to go since all young people like to be together i can see no reason why she should be denied the indulgence,Lady Bertram; Sir Thomas,M,major,M,intermediate
Sir Thomas,Lady Bertram,655,656,nothing can be more natural nor were there no sister in the case could anything in my opinion be more natural mrs grant s shewing civility to miss price to lady bertram s niece could never want explanation the only surprise i can feel is that this should be the first time of its being paid fanny was perfectly right in giving only a conditional answer she appears to feel as she ought but as i conclude that she must wish to go since all young people like to be together i can see no reason why she should be denied the indulgence,but can i do without her sir thomas,Edmund; Lady Bertram,M,intermediate,F,intermediate
Lady Bertram,Sir Thomas,656,657,but can i do without her sir thomas,indeed i think you may,Edmund; Sir Thomas,F,intermediate,M,intermediate
Sir Thomas,Lady Bertram,657,658,indeed i think you may,she always makes tea you know when my sister is not here,Edmund; Lady Bertram,M,intermediate,F,intermediate
Lady Bertram,Sir Thomas,658,659,she always makes tea you know when my sister is not here,your sister perhaps may be prevailed on to spend the day with us and i shall certainly be at home,Edmund; Sir Thomas,F,intermediate,M,intermediate
Sir Thomas,Lady Bertram,659,660,your sister perhaps may be prevailed on to spend the day with us and i shall certainly be at home,very well then fanny may go edmund,Edmund; Lady Bertram,M,intermediate,F,intermediate
Lady Bertram,Edmund,660,661,very well then fanny may go edmund,well fanny it is all happily settled and without the smallest hesitation on your uncle s side he had but one opinion you are to go,Edmund; Sir Thomas,F,intermediate,M,major
Edmund,Fanny Price,661,662,well fanny it is all happily settled and without the smallest hesitation on your uncle s side he had but one opinion you are to go,thank you i am so glad,Fanny Price,M,major,F,major
Mrs. Norris,Fanny Price,664,665,upon my word fanny you are in high luck to meet with such attention and indulgence you ought to be very much obliged to mrs grant for thinking of you and to your aunt for letting you go and you ought to look upon it as something extraordinary for i hope you are aware that there is no real occasion for your going into company in this sort of way or ever dining out at all and it is what you must not depend upon ever being repeated nor must you be fancying that the invitation is meant as any particular compliment to you the compliment is intended to your uncle and aunt and me mrs grant thinks it a civility due to us to take a little notice of you or else it would never have come into her head and you may be very certain that if your cousin julia had been at home you would not have been asked at all oh depend upon it your aunt can do very well without you or you would not be allowed to go i shall be here so you may be quite easy about your aunt and i hope you will have a very agreeable day and find it all mighty delightful but i must observe that five is the very awkwardest of all possible numbers to sit down to table and i cannot but be surprised that such an elegant lady as mrs grant should not contrive better and round their enormous great wide table too which fills up the room so dreadfully had the doctor been contented to take my dining table when i came away as anybody in their senses would have done instead of having that absurd new one of his own which is wider literally wider than the dinner table here how infinitely better it would have been and how much more he would have been respected for people are never respected when they step out of their proper sphere remember that fanny five only five to be sitting round that table however you will have dinner enough on it for ten i dare say the nonsense and folly of people s stepping out of their rank and trying to appear above themselves makes me think it right to give you a hint fanny now that you are going into company without any of us and i do beseech and entreat you not to be putting yourself forward and talking and giving your opinion as if you were one of your cousins as if you were dear mrs rushworth or julia that will never do believe me remember wherever you are you must be the lowest and last and though miss crawford is in a manner at home at the parsonage you are not to be taking place of her and as to coming away at night you are to stay just as long as edmund chuses leave him to settle that,yes ma am i should not think of anything else,Fanny Price,F,intermediate,F,major
Fanny Price,Mrs. Norris,665,666,yes ma am i should not think of anything else,and if it should rain which i think exceedingly likely for i never saw it more threatening for a wet evening in my life you must manage as well as you can and not be expecting the carriage to be sent for you i certainly do not go home to night and therefore the carriage will not be out on my account so you must make up your mind to what may happen and take your things accordingly,Mrs. Norris,F,major,F,intermediate
Sir Thomas,Mrs. Norris,667,668,fanny at what time would you have the carriage come round,my dear sir thomas fanny can walk,Fanny Price; Mrs. Norris,M,intermediate,F,intermediate
Mrs. Norris,Sir Thomas,668,669,my dear sir thomas fanny can walk,walk my niece walk to a dinner engagement at this time of the year will twenty minutes after four suit you,Fanny Price; Sir Thomas,F,intermediate,M,intermediate
Sir Thomas,Fanny Price,669,670,walk my niece walk to a dinner engagement at this time of the year will twenty minutes after four suit you,yes sir,Fanny Price; Mrs. Norris,M,intermediate,F,major
Fanny Price,Mrs. Norris,670,671,yes sir,quite unnecessary a great deal too kind but edmund goes true it is upon edmund s account i observed he was hoarse on thursday night,Mrs. Norris; Sir Thomas,F,major,F,intermediate
Edmund,Fanny Price,672,673,now i must look at you fanny and tell you how i like you and as well as i can judge by this light you look very nicely indeed what have you got on,the new dress that my uncle was so good as to give me on my cousin s marriage i hope it is not too fine but i thought i ought to wear it as soon as i could and that i might not have such another opportunity all the winter i hope you do not think me too fine,Fanny Price,M,major,F,major
