A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel
Mr. Fang,The Book-stall Keeper,366,367,why didn t you come here before,i hadn t a soul to mind the shop everybody who could have helped me had joined in the pursuit i could get nobody till five minutes ago and i ve run here all the way,Mr. Brownlow; The Book-stall Keeper; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,intermediate,M,minor,OliverTwist
The Book-stall Keeper,Mr. Fang,367,368,i hadn t a soul to mind the shop everybody who could have helped me had joined in the pursuit i could get nobody till five minutes ago and i ve run here all the way,the prosecutor was reading was he,Mr. Brownlow; Mr. Fang; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,minor,M,intermediate,OliverTwist
Mr. Fang,The Book-stall Keeper,368,369,the prosecutor was reading was he,yes the very book he has in his hand,Mr. Brownlow; The Book-stall Keeper; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,intermediate,M,minor,OliverTwist
The Book-stall Keeper,Mr. Fang,369,370,yes the very book he has in his hand,oh that book eh is it paid for,Mr. Brownlow; Mr. Fang; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,minor,M,intermediate,OliverTwist
Mr. Fang,The Book-stall Keeper,370,371,oh that book eh is it paid for,no it is not,Mr. Brownlow; The Book-stall Keeper; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,intermediate,M,minor,OliverTwist
The Book-stall Keeper,Mr. Brownlow,371,372,no it is not,dear me i forgot all about it,Mr. Brownlow; Mr. Fang; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,minor,M,major,OliverTwist
Mr. Brownlow,Mr. Fang,372,373,dear me i forgot all about it,a nice person to prefer a charge against a poor boy i consider sir that you have obtained possession of that book under very suspicious and disreputable circumstances and you may think yourself very fortunate that the owner of the property declines to prosecute let this be a lesson to you my man or the law will overtake you yet the boy is discharged clear the office,Mr. Fang; The Book-stall Keeper; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,major,M,intermediate,OliverTwist
Mr. Fang,Mr. Brownlow,373,374,a nice person to prefer a charge against a poor boy i consider sir that you have obtained possession of that book under very suspicious and disreputable circumstances and you may think yourself very fortunate that the owner of the property declines to prosecute let this be a lesson to you my man or the law will overtake you yet the boy is discharged clear the office,d n me d n me i ll,Mr. Brownlow; The Book-stall Keeper; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,intermediate,M,major,OliverTwist
Mr. Brownlow,Mr. Fang,374,375,d n me d n me i ll,clear the office officers do you hear clear the office,Mr. Fang; The Book-stall Keeper; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,major,M,intermediate,OliverTwist
Mr. Fang,Mr. Brownlow,375,376,clear the office officers do you hear clear the office,poor boy poor boy call a coach somebody pray directly,Mr. Brownlow; The Book-stall Keeper; The Clerk At Oliver's Trial; The Officer; The Police Officer,M,intermediate,M,major,OliverTwist
The Book-stall Keeper,Mr. Brownlow,377,378,may i accompany you,bless me yes my dear sir i forgot you dear dear i have this unhappy book still jump in poor fellow there s no time to lose,Mr. Brownlow,M,minor,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,379,380,what room is this where have i been brought to this is not the place i went to sleep in,hush my dear you must be very quiet or you will be ill again and you have been very bad as bad as bad could be pretty nigh lie down again there s a dear save us what a grateful little dear it is pretty creetur what would his mother feel if she had sat by him as i have and could see him now,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,380,381,hush my dear you must be very quiet or you will be ill again and you have been very bad as bad as bad could be pretty nigh lie down again there s a dear save us what a grateful little dear it is pretty creetur what would his mother feel if she had sat by him as i have and could see him now,perhaps she does see me perhaps she has sat by me i almost feel as if she had,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,381,382,perhaps she does see me perhaps she has sat by me i almost feel as if she had,that was the fever my dear,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,382,383,that was the fever my dear,i suppose it was because heaven is a long way off and they are too happy there to come down to the bedside of a poor boy but if she knew i was ill she must have pitied me even there for she was very ill herself before she died she can t know anything about me though if she had seen me hurt it would have made her sorrowful and her face has always looked sweet and happy when i have dreamed of her,Oliver Twist,F,intermediate,M,major,OliverTwist
The Doctor,Oliver Twist,384,385,you are a great deal better are you not my dear,yes thank you sir,Mrs. Bedwin; Oliver Twist,M,minor,M,major,OliverTwist
Oliver Twist,The Doctor,385,386,yes thank you sir,yes i know you are you re hungry too an t you,Mrs. Bedwin; The Doctor,M,major,M,minor,OliverTwist
The Doctor,Oliver Twist,386,387,yes i know you are you re hungry too an t you,no sir,Mrs. Bedwin; Oliver Twist,M,minor,M,major,OliverTwist
Oliver Twist,The Doctor,387,388,no sir,hem no i know you re not he is not hungry mrs bedwin you feel sleepy don t you my dear,Mrs. Bedwin; The Doctor,M,major,M,minor,OliverTwist
The Doctor,Oliver Twist,388,389,hem no i know you re not he is not hungry mrs bedwin you feel sleepy don t you my dear,no sir,Mrs. Bedwin; Oliver Twist,M,minor,M,major,OliverTwist
Oliver Twist,The Doctor,389,390,no sir,no you re not sleepy nor thirsty are you,Mrs. Bedwin; The Doctor,M,major,M,minor,OliverTwist
The Doctor,Oliver Twist,390,391,no you re not sleepy nor thirsty are you,yes sir rather thirsty,Mrs. Bedwin; Oliver Twist,M,minor,M,major,OliverTwist
Oliver Twist,The Doctor,391,392,yes sir rather thirsty,just as i expected mrs bedwin it s very natural that he should be thirsty you may give him a little tea ma am and some dry toast without any butter don t keep him too warm ma am but be careful that you don t let him be too cold will you have the goodness,Mrs. Bedwin; The Doctor,M,major,M,minor,OliverTwist
The Doctor,Mrs. Bedwin,392,393,just as i expected mrs bedwin it s very natural that he should be thirsty you may give him a little tea ma am and some dry toast without any butter don t keep him too warm ma am but be careful that you don t let him be too cold will you have the goodness,never mind me my dear i m only having a regular good cry there it s all over now and i m quite comfortable,Mrs. Bedwin; Oliver Twist,M,minor,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,393,394,never mind me my dear i m only having a regular good cry there it s all over now and i m quite comfortable,you re very very kind to me ma am,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,394,395,you re very very kind to me ma am,well never you mind that my dear that s got nothing to do with your broth and it s full time you had it for the doctor says mr brownlow may come in to see you this morning and we must get up our best looks because the better we look the more he ll be pleased are you fond of pictures dear,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,395,396,well never you mind that my dear that s got nothing to do with your broth and it s full time you had it for the doctor says mr brownlow may come in to see you this morning and we must get up our best looks because the better we look the more he ll be pleased are you fond of pictures dear,i don t quite know ma am i have seen so few that i hardly know what a beautiful mild face that lady s is,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,396,397,i don t quite know ma am i have seen so few that i hardly know what a beautiful mild face that lady s is,ah painters always make ladies out prettier than they are or they wouldn t get any custom child the man that invented the machine for taking likenesses might have known that would never succeed it s a deal too honest a deal,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,397,398,ah painters always make ladies out prettier than they are or they wouldn t get any custom child the man that invented the machine for taking likenesses might have known that would never succeed it s a deal too honest a deal,is is that a likeness ma am,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,398,399,is is that a likeness ma am,yes that s a portrait,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,399,400,yes that s a portrait,whose ma am,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,400,401,whose ma am,why really my dear i don t know it s not a likeness of anybody that you or i know i expect it seems to strike your fancy dear,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,401,402,why really my dear i don t know it s not a likeness of anybody that you or i know i expect it seems to strike your fancy dear,it is so pretty,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,402,403,it is so pretty,why sure you re not afraid of it,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,403,404,why sure you re not afraid of it,oh no no but the eyes look so sorrowful and where i sit they seem fixed upon me it makes my heart beat as if it was alive and wanted to speak to me but couldn t,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,404,405,oh no no but the eyes look so sorrowful and where i sit they seem fixed upon me it makes my heart beat as if it was alive and wanted to speak to me but couldn t,lord save us don t talk in that way child you re weak and nervous after your illness let me wheel your chair round to the other side and then you won t see it there you don t see it now at all events,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Mr. Brownlow,406,407,come in,poor boy poor boy i m rather hoarse this morning mrs bedwin i m afraid i have caught cold,Mr. Brownlow; Oliver Twist,F,intermediate,M,major,OliverTwist
Mr. Brownlow,Mrs. Bedwin,407,408,poor boy poor boy i m rather hoarse this morning mrs bedwin i m afraid i have caught cold,i hope not sir everything you have had has been well aired sir,Mrs. Bedwin; Oliver Twist,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Mr. Brownlow,408,409,i hope not sir everything you have had has been well aired sir,i don t know bedwin i don t know i rather think i had a damp napkin at dinner time yesterday but never mind that how do you feel my dear,Mr. Brownlow; Oliver Twist,F,intermediate,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,409,410,i don t know bedwin i don t know i rather think i had a damp napkin at dinner time yesterday but never mind that how do you feel my dear,very happy sir and very grateful indeed sir for your goodness to me,Mrs. Bedwin; Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,410,411,very happy sir and very grateful indeed sir for your goodness to me,good by have you given him any nourishment bedwin any slops eh,Mr. Brownlow; Mrs. Bedwin,M,major,M,major,OliverTwist
Mr. Brownlow,Mrs. Bedwin,411,412,good by have you given him any nourishment bedwin any slops eh,he has just had a basin of beautiful strong broth sir,Mrs. Bedwin; Oliver Twist,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Mr. Brownlow,412,413,he has just had a basin of beautiful strong broth sir,ugh a couple of glasses of port wine would have done him a great deal more good wouldn t they tom white eh,Mr. Brownlow; Oliver Twist,F,intermediate,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,413,414,ugh a couple of glasses of port wine would have done him a great deal more good wouldn t they tom white eh,my name is oliver sir,Mrs. Bedwin; Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,414,415,my name is oliver sir,oliver oliver what oliver white eh,Mr. Brownlow; Mrs. Bedwin,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,415,416,oliver oliver what oliver white eh,no sir twist oliver twist,Mrs. Bedwin; Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,416,417,no sir twist oliver twist,queer name what made you tell the magistrate your name was white,Mr. Brownlow; Mrs. Bedwin,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,417,418,queer name what made you tell the magistrate your name was white,i never told him so sir,Mrs. Bedwin; Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,418,419,i never told him so sir,some mistake,Mr. Brownlow; Mrs. Bedwin,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,419,420,some mistake,i hope you are not angry with me sir,Mrs. Bedwin; Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,420,421,i hope you are not angry with me sir,no no why what s this bedwin look there,Mr. Brownlow; Mrs. Bedwin,M,major,M,major,OliverTwist
The Artful Dodger,Charley Bates,422,423,what s the matter,ha ha ha,Charley Bates,M,intermediate,M,intermediate,OliverTwist
Charley Bates,The Artful Dodger,423,424,ha ha ha,hold your noise do you want to be grabbed stupid,The Artful Dodger,M,intermediate,M,intermediate,OliverTwist
The Artful Dodger,Charley Bates,424,425,hold your noise do you want to be grabbed stupid,i can t help it i can t help it to see him splitting away at that pace and cutting round the corners and knocking up again the posts and starting on again as if he was made of iron as well as them and me with the wipe in my pocket singing out arter him oh my eye,Charley Bates,M,intermediate,M,intermediate,OliverTwist
Charley Bates,The Artful Dodger,425,426,i can t help it i can t help it to see him splitting away at that pace and cutting round the corners and knocking up again the posts and starting on again as if he was made of iron as well as them and me with the wipe in my pocket singing out arter him oh my eye,what ll fagin say,The Artful Dodger,M,intermediate,M,intermediate,OliverTwist
The Artful Dodger,Charley Bates,428,429,ah what,why what should he say what should he say what do you mean,Charley Bates,M,intermediate,M,intermediate,OliverTwist
Charley Bates,The Artful Dodger,429,430,why what should he say what should he say what do you mean,toor rul lol loo gammon and spinnage the frog he wouldn t and high cockolorum,The Artful Dodger,M,intermediate,M,intermediate,OliverTwist
The Artful Dodger,Charley Bates,430,431,toor rul lol loo gammon and spinnage the frog he wouldn t and high cockolorum,what do you mean,Charley Bates,M,intermediate,M,intermediate,OliverTwist
Fagin,The Artful Dodger,433,434,where s oliver where s the boy what s become of the boy speak out or i ll throttle you will you speak,why the traps have got him and that s all about it come let go o me will you,Charley Bates; The Artful Dodger,M,major,M,intermediate,OliverTwist
Bill Sikes,Fagin,435,436,why what the blazes is in the wind now who pitched that ere at me it s well it s the beer and not the pot as hit me or i d have settled somebody i might have know d as nobody but an infernal rich plundering thundering old jew could afford to throw away any drink but water and not that unless he done the river company every quarter wot s it all about fagin d me if my neck handkercher an t lined with beer come in you sneaking warmint wot are you stopping outside for as if you was ashamed of your master come in come in d ye hear why didn t you come in afore you re getting too proud to own me afore company are you lie down what are you up to ill treating the boys you covetous avaricious in sa ti a ble old fence i wonder they don t murder you i would if i was them if i d been your prentice i d have done it long ago and no i couldn t have sold you afterwards for you re fit for nothing but keeping as a curiousity of ugliness in a glass bottle and i suppose they don t blow glass bottles large enough,hush hush mr sikes don t speak so loud,Charley Bates; Fagin; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Bill Sikes,436,437,hush hush mr sikes don t speak so loud,none of your mistering you always mean mischief when you come that you know my name out with it i shan t disgrace it when the time comes,Bill Sikes; Charley Bates; The Artful Dodger,M,major,M,major,OliverTwist
Bill Sikes,Fagin,437,438,none of your mistering you always mean mischief when you come that you know my name out with it i shan t disgrace it when the time comes,well well then bill sikes you seem out of humour bill,Charley Bates; Fagin; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Bill Sikes,438,439,well well then bill sikes you seem out of humour bill,perhaps i am i should think you was rather out of sorts too unless you mean as little harm when you throw pewter pots about as you do when you blab and,Bill Sikes; Charley Bates; The Artful Dodger,M,major,M,major,OliverTwist
Bill Sikes,Fagin,439,440,perhaps i am i should think you was rather out of sorts too unless you mean as little harm when you throw pewter pots about as you do when you blab and,are you mad,Charley Bates; Fagin; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Bill Sikes,440,441,are you mad,and mind you don t poison it,Bill Sikes; Charley Bates; The Artful Dodger,M,major,M,major,OliverTwist
Bill Sikes,Fagin,441,442,and mind you don t poison it,i m afraid that he may say something which will get us into trouble,Charley Bates; Fagin; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Bill Sikes,442,443,i m afraid that he may say something which will get us into trouble,that s very likely you re blowed upon fagin,Bill Sikes; Charley Bates; The Artful Dodger,M,major,M,major,OliverTwist
Bill Sikes,Fagin,443,444,that s very likely you re blowed upon fagin,and i m afraid you see i m afraid that if the game was up with us it might be up with a good many more and that it would come out rather worse for you than it would for me my dear,Charley Bates; Fagin; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Bill Sikes,444,445,and i m afraid you see i m afraid that if the game was up with us it might be up with a good many more and that it would come out rather worse for you than it would for me my dear,somebody must find out wot s been done at the office if he hasn t peached and is committed there s no fear till he comes out again and then he must be taken care on you must get hold of him somehow,Bill Sikes; Charley Bates; The Artful Dodger,M,major,M,major,OliverTwist
Bill Sikes,Fagin,445,446,somebody must find out wot s been done at the office if he hasn t peached and is committed there s no fear till he comes out again and then he must be taken care on you must get hold of him somehow,the very thing bet will go won t you my dear,Charley Bates; Fagin; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Nance,448,449,only just up to the office my dear nancy my dear what do you say,that it won t do so it s no use a trying it on fagin,Betsy; Bill Sikes; Charley Bates; Nance; The Artful Dodger,M,major,F,major,OliverTwist
Nance,Bill Sikes,449,450,that it won t do so it s no use a trying it on fagin,what do you mean by that,Betsy; Bill Sikes; Charley Bates; Fagin; The Artful Dodger,F,major,M,major,OliverTwist
Bill Sikes,Nance,450,451,what do you mean by that,what i say bill,Betsy; Charley Bates; Fagin; Nance; The Artful Dodger,M,major,F,major,OliverTwist
Nance,Bill Sikes,451,452,what i say bill,why you re just the very person for it nobody about here knows anything of you,Betsy; Bill Sikes; Charley Bates; Fagin; The Artful Dodger,F,major,M,major,OliverTwist
Bill Sikes,Nance,452,453,why you re just the very person for it nobody about here knows anything of you,and as i don t want em to neither it s rather more no than yes with me bill,Betsy; Charley Bates; Fagin; Nance; The Artful Dodger,M,major,F,major,OliverTwist
Nance,Bill Sikes,453,454,and as i don t want em to neither it s rather more no than yes with me bill,she ll go fagin,Betsy; Bill Sikes; Charley Bates; Fagin; The Artful Dodger,F,major,M,major,OliverTwist
Bill Sikes,Nance,454,455,she ll go fagin,no she won t fagin,Betsy; Charley Bates; Fagin; Nance; The Artful Dodger,M,major,F,major,OliverTwist
Nance,Bill Sikes,455,456,no she won t fagin,yes she will fagin,Betsy; Bill Sikes; Charley Bates; Fagin; The Artful Dodger,F,major,M,major,OliverTwist
Bill Sikes,Fagin,456,457,yes she will fagin,stop a minute my dear carry that in one hand it looks more respectable my dear,Betsy; Charley Bates; Fagin; Nance; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Bill Sikes,457,458,stop a minute my dear carry that in one hand it looks more respectable my dear,give her a door key to carry in her t other one fagin it looks real and genivine like,Betsy; Bill Sikes; Charley Bates; Nance; The Artful Dodger,M,major,M,major,OliverTwist
Bill Sikes,Fagin,458,459,give her a door key to carry in her t other one fagin it looks real and genivine like,yes yes my dear so it does there very good very good indeed my dear,Betsy; Charley Bates; Fagin; Nance; The Artful Dodger,M,major,M,major,OliverTwist
Fagin,Nance,459,460,yes yes my dear so it does there very good very good indeed my dear,oh my brother my poor dear sweet innocent little brother what has become of him where have they taken him to oh do have pity and tell me what s been done with the dear boy gentlemen do gentlemen if you please gentlemen,Betsy; Bill Sikes; Charley Bates; Nance; The Artful Dodger,M,major,F,major,OliverTwist
Nance,Fagin,460,461,oh my brother my poor dear sweet innocent little brother what has become of him where have they taken him to oh do have pity and tell me what s been done with the dear boy gentlemen do gentlemen if you please gentlemen,ah she s a clever girl my dears,Betsy; Bill Sikes; Charley Bates; Fagin; The Artful Dodger,F,major,M,major,OliverTwist
Fagin,Bill Sikes,461,462,ah she s a clever girl my dears,she s a honour to her sex here s her health and wishing they was all like her,Betsy; Bill Sikes; Charley Bates; The Artful Dodger,M,major,M,major,OliverTwist
Nance,The Vagrant,465,466,is there a little boy here,no god forbid,The Vagrant,F,major,M,minor,OliverTwist
The Officer,Nance,467,468,i haven t got him my dear,where is he,Nance,M,minor,F,major,OliverTwist
Nance,The Officer,468,469,where is he,why the gentleman s got him,The Officer,F,major,M,minor,OliverTwist
The Officer,Nance,469,470,why the gentleman s got him,what gentleman oh gracious heavens what gentleman,Nance,M,minor,F,major,OliverTwist
Fagin,The Artful Dodger,474,475,what now,is he to be kidnapped to the other ken nancy says,The Artful Dodger,M,major,M,intermediate,OliverTwist
The Artful Dodger,Fagin,475,476,is he to be kidnapped to the other ken nancy says,yes wherever she lays hands on him find him find him out that s all i shall know what to do next never fear,Fagin,M,intermediate,M,major,OliverTwist
Mrs. Bedwin,Oliver Twist,478,479,ah it is gone you see,i see it is ma am why have they taken it away,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,479,480,i see it is ma am why have they taken it away,it has been taken down child because mr brownlow said that as it seemed to worry you perhaps it might prevent your getting well you know,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mrs. Bedwin,Oliver Twist,480,481,it has been taken down child because mr brownlow said that as it seemed to worry you perhaps it might prevent your getting well you know,oh no indeed it didn t worry me ma am i liked to see it i quite loved it,Oliver Twist,F,intermediate,M,major,OliverTwist
Oliver Twist,Mrs. Bedwin,481,482,oh no indeed it didn t worry me ma am i liked to see it i quite loved it,well well you get well as fast as ever you can dear and it shall be hung up again there i promise you that now let us talk about something else bless us and save us wash your hands and let me part your hair nicely for you child dear heart alive if we had known he would have asked for you we would have put you a clean collar on and made you as smart as sixpence,Mrs. Bedwin,M,major,F,intermediate,OliverTwist
Mr. Brownlow,Oliver Twist,483,484,there are a good many books are there not my boy,a great number sir i never saw so many,Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,484,485,a great number sir i never saw so many,you shall read them if you behave well and you will like that better than looking at the outsides that is some cases because there are books of which the backs and covers are by far the best parts,Mr. Brownlow,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,485,486,you shall read them if you behave well and you will like that better than looking at the outsides that is some cases because there are books of which the backs and covers are by far the best parts,i suppose they are those heavy ones sir,Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,486,487,i suppose they are those heavy ones sir,not always those there are other equally heavy ones though of a much smaller size how should you like to grow up a clever man and write books eh,Mr. Brownlow,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,487,488,not always those there are other equally heavy ones though of a much smaller size how should you like to grow up a clever man and write books eh,i think i would rather read them sir,Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,488,489,i think i would rather read them sir,what wouldn t you like to be a book writer well well don t be afraid we won t make an author of you while there s an honest trade to be learnt or brick making to turn to,Mr. Brownlow,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,489,490,what wouldn t you like to be a book writer well well don t be afraid we won t make an author of you while there s an honest trade to be learnt or brick making to turn to,thank you sir,Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,490,491,thank you sir,now i want you to pay great attention my boy to what i am going to say i shall talk to you without any reserve because i am sure you are well able to understand me as many older persons would be,Mr. Brownlow,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,491,492,now i want you to pay great attention my boy to what i am going to say i shall talk to you without any reserve because i am sure you are well able to understand me as many older persons would be,oh don t tell you are going to send me away sir pray don t turn me out of doors to wander in the streets again let me stay here and be a servant don t send me back to the wretched place i came from have mercy upon a poor boy sir,Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,492,493,oh don t tell you are going to send me away sir pray don t turn me out of doors to wander in the streets again let me stay here and be a servant don t send me back to the wretched place i came from have mercy upon a poor boy sir,my dear child you need not be afraid of my deserting you unless you give me cause,Mr. Brownlow,M,major,M,major,OliverTwist
Mr. Brownlow,Oliver Twist,493,494,my dear child you need not be afraid of my deserting you unless you give me cause,i never never will sir,Oliver Twist,M,major,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,494,495,i never never will sir,i hope not i do not think you ever will i have been deceived before in the objects whom i have endeavoured to benefit but i feel strongly disposed to trust you nevertheless and i am more interested in your behalf than i can well account for even to myself the persons on whom i have bestowed my dearest love lie deep in their graves but although the happiness and delight of my life lie buried there too i have not made a coffin of my heart and sealed it up forever on my best affections deep affliction has but strengthened and refined them well well i only say this because you have a young heart and knowing that i have suffered great pain and sorrow you will be more careful perhaps not to wound me again you say you are an orphan without a friend in the world all the inquiries i have been able to make confirm the statement let me hear your story where you come from who brought you up and how you got into the company in which i found you speak the truth and you shall not be friendless while i live,Mr. Brownlow,M,major,M,major,OliverTwist
Mr. Brownlow,The Servant,496,497,is he coming up,yes sir he asked if there were any muffins in the house and when i told him yes he said he had come to tea,Oliver Twist; The Servant,M,major,M,minor,OliverTwist
The Servant,Oliver Twist,497,498,yes sir he asked if there were any muffins in the house and when i told him yes he said he had come to tea,shall i go downstairs sir,Mr. Brownlow; Oliver Twist,M,minor,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,498,499,shall i go downstairs sir,no i would rather you remained here,Mr. Brownlow,M,major,M,major,OliverTwist
Mr. Grimwig,Mr. Brownlow,500,501,look here do you see this isn t it a most wonderful and extraordinary thing that i can t call at a man s house but i find a piece of this poor surgeon s friend on the staircase i ve been lamed with orange peel once and i know orange peel will be my death or i ll be content to eat my own head sir i ll eat my head sir hallo what s that,this is young oliver twist whom we were speaking about,Mr. Brownlow; Oliver Twist,M,intermediate,M,major,OliverTwist
Mr. Brownlow,Mr. Grimwig,501,502,this is young oliver twist whom we were speaking about,you don t mean to say that s the boy who had the fever i hope wait a minute don t speak stop that s the boy who had the orange if that s not the boy sir who had the orange and threw this bit of peel upon the staircase i ll eat my head and his too,Mr. Grimwig; Oliver Twist,M,major,M,intermediate,OliverTwist
Mr. Grimwig,Mr. Brownlow,502,503,you don t mean to say that s the boy who had the fever i hope wait a minute don t speak stop that s the boy who had the orange if that s not the boy sir who had the orange and threw this bit of peel upon the staircase i ll eat my head and his too,no no he has not had one come put down your hat and speak to my young friend,Mr. Brownlow; Oliver Twist,M,intermediate,M,major,OliverTwist
Mr. Brownlow,Mr. Grimwig,503,504,no no he has not had one come put down your hat and speak to my young friend,i feel strongly on this subject sir there s always more or less orange peel on the pavement in our street and i know it s put there by the surgeon s boy at the corner a young woman stumbled over a bit last night and fell against my garden railings directly she got up i saw her look towards his infernal red lamp with the pantomime light don t go to him i called out of the window he s an assassin a man trap so he is if he is not that s the boy is it,Mr. Grimwig; Oliver Twist,M,major,M,intermediate,OliverTwist
Mr. Grimwig,Mr. Brownlow,504,505,i feel strongly on this subject sir there s always more or less orange peel on the pavement in our street and i know it s put there by the surgeon s boy at the corner a young woman stumbled over a bit last night and fell against my garden railings directly she got up i saw her look towards his infernal red lamp with the pantomime light don t go to him i called out of the window he s an assassin a man trap so he is if he is not that s the boy is it,that s the boy,Mr. Brownlow; Oliver Twist,M,intermediate,M,major,OliverTwist
Mr. Brownlow,Mr. Grimwig,505,506,that s the boy,how are you boy,Mr. Grimwig; Oliver Twist,M,major,M,intermediate,OliverTwist
Mr. Grimwig,Oliver Twist,506,507,how are you boy,a great deal better thank you sir,Mr. Brownlow; Oliver Twist,M,intermediate,M,major,OliverTwist
Oliver Twist,Mr. Brownlow,507,508,a great deal better thank you sir,he is a nice looking boy is he not,Mr. Brownlow; Mr. Grimwig,M,major,M,major,OliverTwist
Mr. Brownlow,Mr. Grimwig,508,509,he is a nice looking boy is he not,i don t know,Mr. Grimwig,M,major,M,intermediate,OliverTwist
Mr. Grimwig,Mr. Brownlow,509,510,i don t know,don t know,Mr. Brownlow,M,intermediate,M,major,OliverTwist
Mr. Brownlow,Mr. Grimwig,510,511,don t know,no i don t know i never see any difference in boys i only knew two sort of boys mealy boys and beef faced boys,Mr. Grimwig,M,major,M,intermediate,OliverTwist
Mr. Grimwig,Mr. Brownlow,511,512,no i don t know i never see any difference in boys i only knew two sort of boys mealy boys and beef faced boys,and which is oliver,Mr. Brownlow,M,intermediate,M,major,OliverTwist
Mr. Brownlow,Mr. Grimwig,512,513,and which is oliver,mealy i know a friend who has a beef faced boy a fine boy they call him with a round head and red cheeks and glaring eyes a horrid boy with a body and limbs that appear to be swelling out of the seams of his blue clothes with the voice of a pilot and the appetite of a wolf i know him the wretch,Mr. Grimwig,M,major,M,intermediate,OliverTwist
Mr. Grimwig,Mr. Brownlow,513,514,mealy i know a friend who has a beef faced boy a fine boy they call him with a round head and red cheeks and glaring eyes a horrid boy with a body and limbs that appear to be swelling out of the seams of his blue clothes with the voice of a pilot and the appetite of a wolf i know him the wretch,come these are not the characteristics of young oliver twist so he needn t excite your wrath,Mr. Brownlow,M,intermediate,M,major,OliverTwist
